strategy,optimizer,asset,asset_class,frequency,split,gross_total_return,net_total_return,total_return,annualized_return,annualized_volatility,gross_sharpe,net_sharpe,sharpe,sortino,max_drawdown,calmar,hit_rate,turnover,total_transaction_cost,trade_count,average_trade_pnl,exposure_time,cost_bps,config_source
Strategy3 / Exit Confirmation,CMA-ES,SOLUSDT,crypto,15min,validation,-12.072659,-29.800684,-29.800684,-34.794563,119.608235,-0.672415,-2.22385,-2.22385,-4.403387,-47.430854,-0.733585,0.320809,0.015195,17728.024527,346,-86.129144,0.353139,4.0,baseline
Strategy3 / Exit Confirmation,CMA-ES,SOLUSDT,crypto,15min,train,-50.671311,-70.565508,-70.565508,-27.067748,133.020337,-1.232802,-1.833293,-1.833293,-3.136954,-75.162637,-0.360122,0.330585,0.003656,19894.197137,1213,-58.174368,0.364135,4.0,optimized
Strategy3 / Exit Confirmation,CMA-ES,SOLUSDT,crypto,15min,validation,75.933115,54.585815,54.585815,69.265337,171.018621,5.532584,4.169066,4.169066,8.966284,-25.620581,2.703504,0.364,0.018297,21347.30068,250,218.343259,0.370659,4.0,optimized
Strategy3 / Exit Confirmation,CMA-ES,AAPL,equities,15min,train,55.052235,39.154692,39.154692,8.915402,63.071358,3.879419,2.900153,2.900153,4.999181,-20.876999,0.427044,0.396084,0.062762,15897.543547,664,58.967909,0.407304,1.0,baseline
Strategy3 / Exit Confirmation,CMA-ES,AAPL,equities,15min,validation,9.32022,8.223714,8.223714,10.421531,38.635853,6.067147,5.36902,5.36902,11.357746,-4.843994,2.151434,0.346154,0.020511,1096.505524,130,63.259342,0.381968,1.0,baseline
Strategy3 / Exit Confirmation,CMA-ES,AAPL,equities,15min,train,27.713776,17.428653,17.428653,4.240339,72.263486,2.612227,1.799604,1.799604,2.987117,-19.941509,0.212639,0.395257,0.040605,10285.122895,506,34.443979,0.377813,1.0,optimized
Strategy3 / Exit Confirmation,CMA-ES,AAPL,equities,15min,validation,8.271213,7.566967,7.566967,9.552665,38.566163,7.219378,6.615961,6.615961,12.405947,-2.718828,3.513523,0.453608,0.013173,704.246325,97,78.009966,0.352787,1.0,optimized
Strategy3 / Exit Confirmation,CMA-ES,AMZN,equities,15min,train,110.996836,83.053787,83.053787,16.887007,121.409442,3.686366,2.976944,2.976944,5.368184,-31.697586,0.532754,0.370262,0.110316,27943.048701,686,121.069661,0.424201,1.0,baseline
Strategy3 / Exit Confirmation,CMA-ES,AMZN,equities,15min,validation,-7.738947,-9.123508,-9.123508,-11.164153,50.849527,-3.345968,-3.981075,-3.981075,-6.274445,-13.503399,-0.826766,0.321918,0.025899,1384.561461,146,-62.489784,0.399738,1.0,baseline
Strategy3 / Exit Confirmation,CMA-ES,AMZN,equities,15min,train,100.346923,83.158531,83.158531,16.969289,172.320702,4.14322,3.640475,3.640475,5.764679,-47.704954,0.355713,0.48184,0.067858,17188.391855,413,201.352374,0.553099,1.0,optimized
Strategy3 / Exit Confirmation,CMA-ES,AMZN,equities,15min,validation,-5.640745,-7.043097,-7.043097,-8.528717,134.082583,-1.100158,-1.527055,-1.527055,-2.441634,-14.96597,-0.569874,0.390244,0.026232,1402.352513,82,-85.891431,0.556491,1.0,optimized
Strategy3 / Exit Confirmation,CMA-ES,GOOGL,equities,15min,train,19.606099,-6.362989,-6.362989,-1.683782,140.275148,1.315406,0.463403,0.463403,0.774053,-57.955527,-0.029053,0.355655,0.102523,25969.087906,672,-9.468734,0.40837,1.0,baseline
Strategy3 / Exit Confirmation,CMA-ES,GOOGL,equities,15min,validation,2.084051,0.493158,0.493158,0.606444,56.025952,1.223258,0.505094,0.505094,0.781576,-13.452481,0.04508,0.348837,0.029759,1590.892962,129,3.822932,0.367752,1.0,baseline
Strategy3 / Exit Confirmation,CMA-ES,GOOGL,equities,15min,train,2.495722,-11.251934,-11.251934,-3.036002,205.428526,1.040811,0.532125,0.532125,0.830055,-58.512717,-0.051886,0.465,0.054274,13747.656325,400,-28.129835,0.541019,1.0,optimized
Strategy3 / Exit Confirmation,CMA-ES,GOOGL,equities,15min,validation,26.646902,24.55815,24.55815,30.976669,141.440459,7.737216,7.185257,7.185257,11.204637,-16.055299,1.929374,0.518987,0.039071,2088.751329,79,310.862664,0.512907,1.0,optimized
Strategy3 / Exit Confirmation,CMA-ES,META,equities,15min,train,9.145702,-10.054957,-10.054957,-2.697845,162.395966,0.977214,0.451835,0.451835,0.884178,-46.155003,-0.058452,0.369565,0.075802,19200.658462,690,-14.572401,0.41441,1.0,baseline
Strategy3 / Exit Confirmation,CMA-ES,META,equities,15min,validation,2.038673,0.903554,0.903554,1.127167,37.437129,1.487998,0.765004,0.765004,1.2761,-10.750526,0.104848,0.386861,0.021233,1135.118911,137,6.595283,0.361205,1.0,baseline
Strategy3 / Exit Confirmation,CMA-ES,META,equities,15min,train,38.886024,23.088804,23.088804,5.532864,236.684465,2.249315,1.828179,1.828179,3.253759,-42.431227,0.130396,0.44335,0.062366,15797.219498,406,56.868976,0.538808,1.0,optimized
Strategy3 / Exit Confirmation,CMA-ES,META,equities,15min,validation,0.422959,-0.982804,-0.982804,-1.222799,94.905871,0.648994,0.050705,0.050705,0.070883,-14.990764,-0.08157,0.518519,0.026296,1405.762789,81,-12.133384,0.5,1.0,optimized
Strategy3 / Exit Confirmation,CMA-ES,MSFT,equities,15min,train,-7.935379,-32.350213,-32.350213,-9.595701,143.470152,0.308555,-0.629378,-0.629378,-1.032052,-49.489983,-0.193892,0.353293,0.096387,24414.833496,668,-48.428462,0.409396,1.0,baseline
Strategy3 / Exit Confirmation,CMA-ES,MSFT,equities,15min,validation,4.023154,2.145997,2.145997,2.672681,39.779016,2.407076,1.377849,1.377849,2.551458,-9.924368,0.269305,0.369128,0.035113,1877.157151,149,14.402665,0.396558,1.0,baseline
Strategy3 / Exit Confirmation,CMA-ES,MSFT,equities,15min,train,-2.97469,-26.033346,-26.033346,-7.488205,174.016746,0.67004,-0.141479,-0.141479,-0.219111,-51.765686,-0.144656,0.398589,0.091033,23058.656081,567,-45.914191,0.475681,1.0,optimized
Strategy3 / Exit Confirmation,CMA-ES,MSFT,equities,15min,validation,9.269284,7.508682,7.508682,9.306883,52.150071,4.741368,3.885509,3.885509,6.798324,-9.902709,0.939832,0.452381,0.032933,1760.602388,126,59.592712,0.473625,1.0,optimized
Strategy3 / Exit Confirmation,CMA-ES,NVDA,equities,15min,train,40.214293,30.126166,30.126166,7.033292,82.860143,2.466111,1.968049,1.968049,3.151593,-30.974865,0.227065,0.385075,0.039827,10088.126931,670,44.964427,0.423253,1.0,baseline
Strategy3 / Exit Confirmation,CMA-ES,NVDA,equities,15min,validation,15.803179,14.791348,14.791348,18.345775,51.83869,6.842451,6.419324,6.419324,13.676882,-5.889438,3.11503,0.394366,0.018927,1011.830631,142,104.164423,0.40853,1.0,baseline
Strategy3 / Exit Confirmation,CMA-ES,NVDA,equities,15min,train,54.977255,48.0943,48.0943,10.697767,131.119552,3.731867,3.371204,3.371204,5.237307,-22.482732,0.475822,0.479224,0.027173,6882.954605,361,133.225208,0.590328,1.0,optimized
Strategy3 / Exit Confirmation,CMA-ES,NVDA,equities,15min,validation,13.444894,12.886147,12.886147,15.951792,70.333506,8.051389,7.733142,7.733142,12.044039,-9.378032,1.700974,0.506494,0.010452,558.74757,77,167.352552,0.585672,1.0,optimized
Strategy3 / Exit Confirmation,CMA-ES,TSLA,equities,15min,train,316.358276,286.433079,286.433079,41.754749,125.828214,6.440346,6.002812,6.002812,12.20832,-21.075672,1.981182,0.397554,0.118141,29925.196872,654,437.971069,0.402764,1.0,baseline
Strategy3 / Exit Confirmation,CMA-ES,TSLA,equities,15min,validation,15.272089,14.461739,14.461739,17.928941,57.926124,5.832833,5.538485,5.538485,10.464844,-11.177829,1.603973,0.390411,0.015158,810.349145,146,99.05301,0.430041,1.0,baseline
Strategy3 / Exit Confirmation,CMA-ES,TSLA,equities,15min,train,208.275019,192.679373,192.679373,32.04521,113.404154,7.167969,6.744243,6.744243,13.675917,-19.962259,1.60529,0.422311,0.06157,15595.646199,502,383.823452,0.370351,1.0,optimized
Strategy3 / Exit Confirmation,CMA-ES,TSLA,equities,15min,validation,14.035856,13.508128,13.508128,16.736144,59.863527,6.938191,6.689584,6.689584,11.47223,-10.433928,1.604012,0.449541,0.009871,527.72781,109,123.927782,0.398803,1.0,optimized
Strategy4 / EMA + Confirmation,CMA-ES,DBC,commodities,15min,train,10.614696,-22.200286,-22.200286,-6.273234,92.988916,1.056177,-0.955787,-0.955787,-1.696571,-38.813839,-0.161624,0.3568,0.08637,32814.981998,625,-35.520457,0.348494,1.5,baseline
Strategy4 / EMA + Confirmation,CMA-ES,DBC,commodities,15min,validation,-15.046392,-21.098885,-21.098885,-25.122783,74.325848,-4.870529,-6.942603,-6.942603,-8.447544,-26.372782,-0.952603,0.321678,0.075477,6052.493197,143,-147.54465,0.350168,1.5,baseline
Strategy4 / EMA + Confirmation,CMA-ES,DBC,commodities,15min,train,7.612259,-23.359474,-23.359474,-6.636028,99.154177,0.896327,-0.989642,-0.989642,-1.666161,-40.035057,-0.165755,0.382155,0.081519,30971.732409,594,-39.325714,0.374946,1.5,optimized
Strategy4 / EMA + Confirmation,CMA-ES,DBC,commodities,15min,validation,-10.053702,-15.544862,-15.544862,-18.636848,77.689725,-3.227245,-5.18492,-5.18492,-6.359689,-23.702343,-0.786287,0.367188,0.068477,5491.159703,128,-121.444235,0.371306,1.5,optimized
Strategy4 / EMA + Confirmation,CMA-ES,GLD,commodities,15min,train,-13.869893,-39.435256,-39.435256,-12.173566,78.430056,-0.952906,-3.312074,-3.312074,-5.285025,-45.126243,-0.269767,0.333922,0.067286,25565.362746,566,-69.673597,0.331859,1.5,baseline
Strategy4 / EMA + Confirmation,CMA-ES,GLD,commodities,15min,validation,0.499448,-4.077589,-4.077589,-4.954118,41.790276,0.483696,-2.07306,-2.07306,-3.148473,-10.607126,-0.467056,0.370629,0.057077,4577.036658,143,-28.514607,0.379162,1.5,baseline
Strategy4 / EMA + Confirmation,CMA-ES,GLD,commodities,15min,train,-4.438641,-26.255474,-26.255474,-7.580911,97.312442,0.032031,-1.854714,-1.854714,-2.979227,-33.478536,-0.226441,0.403189,0.05742,21816.833334,439,-59.807458,0.4182,1.5,optimized
Strategy4 / EMA + Confirmation,CMA-ES,GLD,commodities,15min,validation,8.781661,5.530272,5.530272,6.790324,58.314566,5.084223,3.304642,3.304642,5.815413,-8.458002,0.802828,0.435644,0.040546,3251.389286,101,54.755164,0.474373,1.5,optimized
Strategy4 / EMA + Confirmation,CMA-ES,SLV,commodities,15min,train,-15.78745,-30.26508,-30.26508,-8.896731,76.801141,-1.065325,-2.32703,-2.32703,-3.653618,-33.740041,-0.263685,0.366197,0.038104,14477.630129,568,-53.283591,0.328464,1.5,baseline
Strategy4 / EMA + Confirmation,CMA-ES,SLV,commodities,15min,validation,-4.297686,-9.209444,-9.209444,-11.131625,91.452112,-0.786734,-2.194091,-2.194091,-3.573604,-14.527948,-0.766221,0.343511,0.061252,4911.75797,131,-70.3011,0.339319,1.5,baseline
Strategy4 / EMA + Confirmation,CMA-ES,SLV,commodities,15min,train,-0.447377,-7.255304,-7.255304,-1.928155,50.22749,0.164398,-0.984727,-0.984727,-1.558938,-13.667845,-0.141072,0.386935,0.017918,6807.927628,398,-18.229407,0.285432,1.5,optimized
Strategy4 / EMA + Confirmation,CMA-ES,SLV,commodities,15min,validation,5.609692,3.723491,3.723491,4.567585,51.988303,4.257196,2.928423,2.928423,5.085168,-3.519416,1.297825,0.413793,0.023522,1886.201466,87,42.798744,0.289375,1.5,optimized
Strategy4 / EMA + Confirmation,CMA-ES,USO,commodities,15min,train,-49.592622,-66.384245,-66.384245,-24.526875,139.944014,-2.320332,-3.315311,-3.315311,-5.195228,-77.186982,-0.317759,0.339089,0.044194,16791.62334,637,-104.213886,0.349546,1.5,baseline
Strategy4 / EMA + Confirmation,CMA-ES,USO,commodities,15min,validation,-21.887033,-24.815383,-24.815383,-29.563602,55.930831,-10.224648,-11.601518,-11.601518,-16.087095,-26.296119,-1.124257,0.283688,0.036518,2928.350692,141,-175.995626,0.354471,1.5,baseline
Strategy4 / EMA + Confirmation,CMA-ES,USO,commodities,15min,train,-64.782297,-76.20494,-76.20494,-31.002838,137.489509,-4.654303,-5.609706,-5.609706,-8.502946,-82.857216,-0.374172,0.356618,0.030064,11422.642957,544,-140.08261,0.381524,1.5,optimized
Strategy4 / EMA + Confirmation,CMA-ES,USO,commodities,15min,validation,-19.379861,-21.665358,-21.665358,-25.92035,60.195,-9.252423,-10.363311,-10.363311,-13.20662,-25.339151,-1.022937,0.328,0.028501,2285.497021,125,-173.322866,0.393939,1.5,optimized
Strategy4 / EMA + Confirmation,CMA-ES,BNBUSDT,crypto,15min,train,-44.432889,-96.702834,-96.702834,-58.53942,266.540446,0.128554,-1.600436,-1.600436,-3.402688,-99.069633,-0.590892,0.271457,0.009607,52269.944736,1503,-64.339876,0.324575,4.0,baseline
Strategy4 / EMA + Confirmation,CMA-ES,BNBUSDT,crypto,15min,validation,-13.851007,-59.289737,-59.289737,-66.250248,201.194317,-0.277004,-3.198551,-3.198551,-7.294784,-79.449972,-0.833861,0.259887,0.038947,45438.72955,354,-167.485133,0.344396,4.0,baseline
Strategy4 / EMA + Confirmation,CMA-ES,BNBUSDT,crypto,15min,train,7.626218,-95.81747,-95.81747,-55.914344,376.61124,1.337948,-1.024103,-1.024103,-2.045156,-99.652277,-0.561094,0.338476,0.019012,103443.68814,1037,-92.398718,0.396578,4.0,optimized
Strategy4 / EMA + Confirmation,CMA-ES,BNBUSDT,crypto,15min,validation,54.589919,13.572365,13.572365,16.625501,248.181306,4.127515,1.943315,1.943315,4.548358,-53.026099,0.313534,0.363208,0.035158,41017.553824,212,64.020589,0.400315,4.0,optimized
Strategy4 / EMA + Confirmation,CMA-ES,BTCUSDT,crypto,15min,train,88.25277,-54.634473,-54.634473,-18.44946,234.812222,1.678386,0.339868,0.339868,0.761237,-76.213,-0.242078,0.287263,0.026262,142887.242484,1476,-37.015225,0.325619,4.0,baseline
Strategy4 / EMA + Confirmation,CMA-ES,BTCUSDT,crypto,15min,validation,30.246595,-0.74049,-0.74049,-0.903004,109.441443,3.278034,0.46555,0.46555,0.970001,-24.436538,-0.036953,0.325,0.02656,30987.0851,320,-2.314031,0.351767,4.0,baseline
Strategy4 / EMA + Confirmation,CMA-ES,BTCUSDT,crypto,15min,train,13.795797,-61.378761,-61.378761,-21.766821,263.227699,1.154812,-0.115629,-0.115629,-0.207508,-83.124845,-0.261857,0.362369,0.013817,75174.557625,861,-71.28776,0.447284,4.0,optimized
Strategy4 / EMA + Confirmation,CMA-ES,BTCUSDT,crypto,15min,validation,22.600562,6.666262,6.666262,8.189394,139.510242,3.44717,1.524419,1.524419,2.684043,-20.270963,0.403996,0.436464,0.013658,15934.299138,181,36.830179,0.462338,4.0,optimized
Strategy4 / EMA + Confirmation,CMA-ES,ETHUSDT,crypto,15min,train,-24.243547,-83.260673,-83.260673,-36.95349,145.376402,-0.181486,-1.911306,-1.911306,-3.648786,-86.036057,-0.429512,0.293316,0.010847,59017.126576,1541,-54.030288,0.343028,4.0,baseline
Strategy4 / EMA + Confirmation,CMA-ES,ETHUSDT,crypto,15min,validation,18.745227,5.695195,5.695195,6.923273,73.259475,3.001495,1.162464,1.162464,2.771901,-15.423482,0.448879,0.291262,0.011186,13050.031664,309,18.431051,0.325882,4.0,baseline
Strategy4 / EMA + Confirmation,CMA-ES,ETHUSDT,crypto,15min,train,-22.53994,-73.409253,-73.409253,-28.949636,170.540654,-0.008695,-1.318387,-1.318387,-2.482848,-76.519678,-0.378329,0.310606,0.00935,50869.312685,1188,-61.7923,0.340425,4.0,optimized
Strategy4 / EMA + Confirmation,CMA-ES,ETHUSDT,crypto,15min,validation,44.816746,34.146193,34.146193,42.620184,93.864681,6.795345,5.261647,5.261647,13.880992,-11.453561,3.72113,0.35514,0.009146,10670.553452,214,159.561647,0.316042,4.0,optimized
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,train,-46.479643,-69.030393,-69.030393,-26.105004,109.871077,-1.071395,-1.709289,-1.709289,-3.176388,-75.488907,-0.345812,0.300385,0.004145,22550.749445,1558,-44.307056,0.345403,4.0,baseline
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,validation,-15.087451,-32.614631,-32.614631,-37.940115,118.518336,-1.026809,-2.618966,-2.618966,-5.116613,-49.697962,-0.763414,0.321637,0.015023,17527.180315,342,-95.364418,0.35187,4.0,baseline
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,train,11.745377,-8.331719,-8.331719,-2.220165,113.055066,0.898355,0.276509,0.276509,0.460352,-43.897444,-0.050576,0.4117,0.00369,20077.095799,906,-9.196158,0.46867,4.0,optimized
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,validation,46.91919,36.220682,36.220682,45.261854,148.931544,5.558222,4.477728,4.477728,8.115729,-17.867207,2.533236,0.434066,0.00917,10698.508153,182,199.014735,0.471046,4.0,optimized
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,train,45.252077,31.751692,31.751692,7.387293,63.933678,3.64443,2.690762,2.690762,4.467638,-21.29455,0.34691,0.41443,0.053298,13500.385125,596,53.27465,0.374457,1.0,baseline
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,validation,7.121886,6.112639,6.112639,7.726375,36.850851,5.331034,4.599788,4.599788,9.006193,-5.02524,1.537514,0.366667,0.018879,1009.246814,120,50.938656,0.364198,1.0,baseline
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,train,29.574693,20.428929,20.428929,4.940255,72.704467,3.092427,2.272853,2.272853,3.526344,-19.921363,0.247988,0.412301,0.036106,9145.76449,439,46.535145,0.333241,1.0,optimized
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,validation,8.235798,7.616782,7.616782,9.616126,36.95363,8.618219,7.98196,7.98196,14.212735,-2.085406,4.611153,0.488095,0.011579,619.015748,84,90.675975,0.324916,1.0,optimized
Strategy4 / EMA + Confirmation,CMA-ES,AMZN,equities,15min,train,108.287652,82.837173,82.837173,16.854242,124.22983,3.889653,3.188691,3.188691,5.635909,-31.666246,0.532246,0.381877,0.100476,25450.478631,618,134.040734,0.387762,1.0,baseline
Strategy4 / EMA + Confirmation,CMA-ES,AMZN,equities,15min,validation,-6.010795,-7.218291,-7.218291,-8.911509,51.909964,-2.907348,-3.537419,-3.537419,-5.50309,-11.385445,-0.782711,0.344,0.022587,1207.496186,125,-57.746331,0.36401,1.0,baseline
Strategy4 / EMA + Confirmation,CMA-ES,AMZN,equities,15min,train,79.184682,62.468915,62.468915,13.345307,119.720057,3.620429,3.027875,3.027875,4.642166,-25.619983,0.520894,0.413163,0.065992,16715.767215,547,114.20277,0.422977,1.0,optimized
Strategy4 / EMA + Confirmation,CMA-ES,AMZN,equities,15min,validation,-3.426106,-4.342467,-4.342467,-5.381726,48.646366,-1.954499,-2.536797,-2.536797,-3.785398,-8.485279,-0.634243,0.37037,0.017141,916.361531,108,-40.20803,0.390572,1.0,optimized
Strategy4 / EMA + Confirmation,CMA-ES,GOOGL,equities,15min,train,1.755407,-21.237359,-21.237359,-5.979948,143.630122,0.708373,-0.171133,-0.171133,-0.270881,-58.015191,-0.103076,0.359806,0.090773,22992.76619,617,-34.420355,0.379353,1.0,baseline
Strategy4 / EMA + Confirmation,CMA-ES,GOOGL,equities,15min,validation,3.531573,2.070857,2.070857,2.58713,57.424621,1.982427,1.283362,1.283362,2.031151,-13.396045,0.193126,0.338983,0.027324,1460.715643,118,17.549639,0.335578,1.0,baseline
Strategy4 / EMA + Confirmation,CMA-ES,GOOGL,equities,15min,train,1.769059,-11.973753,-11.973753,-3.240403,195.168035,0.972226,0.416999,0.416999,0.66623,-59.061407,-0.054865,0.455919,0.054255,13742.812332,397,-30.160587,0.455784,1.0,optimized
Strategy4 / EMA + Confirmation,CMA-ES,GOOGL,equities,15min,validation,8.954403,7.090946,7.090946,8.910139,134.515326,3.447379,2.876172,2.876172,4.580741,-18.339263,0.48585,0.460526,0.034857,1863.45734,76,93.301915,0.412271,1.0,optimized
Strategy4 / EMA + Confirmation,CMA-ES,META,equities,15min,train,0.142069,-17.091054,-17.091054,-4.721991,166.836576,0.720008,0.203834,0.203834,0.396765,-47.104957,-0.100244,0.372057,0.068034,17233.123413,637,-26.83054,0.382471,1.0,baseline
Strategy4 / EMA + Confirmation,CMA-ES,META,equities,15min,validation,-2.972617,-3.950024,-3.950024,-4.897958,35.829545,-2.165814,-2.928211,-2.928211,-4.448004,-11.916586,-0.41102,0.386555,0.018283,977.406338,119,-33.193476,0.320988,1.0,baseline
Strategy4 / EMA + Confirmation,CMA-ES,META,equities,15min,train,-0.550172,-13.933409,-13.933409,-3.801482,170.173196,0.721937,0.270885,0.270885,0.540276,-44.506676,-0.085414,0.390597,0.052836,13383.237045,553,-25.196038,0.41745,1.0,optimized
Strategy4 / EMA + Confirmation,CMA-ES,META,equities,15min,validation,1.23513,0.509174,0.509174,0.634834,31.377687,1.448621,0.692296,0.692296,1.132697,-7.269411,0.087329,0.46,0.013579,725.955268,100,5.091744,0.341938,1.0,optimized
Strategy4 / EMA + Confirmation,CMA-ES,MSFT,equities,15min,train,-16.660636,-38.711757,-38.711757,-11.871032,147.633845,-0.091565,-1.07425,-1.07425,-1.723997,-56.985948,-0.208315,0.361526,0.087055,22051.12077,603,-64.198602,0.379353,1.0,baseline
Strategy4 / EMA + Confirmation,CMA-ES,MSFT,equities,15min,validation,6.085689,4.453811,4.453811,5.562104,39.906253,4.004815,2.985583,2.985583,5.465231,-8.13438,0.683777,0.364341,0.030525,1631.878007,129,34.525669,0.351478,1.0,baseline
Strategy4 / EMA + Confirmation,CMA-ES,MSFT,equities,15min,train,-11.063846,-23.580807,-23.580807,-6.737925,170.232073,0.170611,-0.537419,-0.537419,-0.784122,-49.268842,-0.136758,0.456,0.049416,12516.961315,375,-62.882152,0.508922,1.0,optimized
Strategy4 / EMA + Confirmation,CMA-ES,MSFT,equities,15min,validation,4.356172,3.713017,3.713017,4.631404,29.893126,6.200597,5.310189,5.310189,7.575094,-3.252654,1.423885,0.512821,0.012031,643.155042,78,47.602783,0.495698,1.0,optimized
Strategy4 / EMA + Confirmation,CMA-ES,NVDA,equities,15min,train,53.820975,44.33425,44.33425,9.934791,86.164757,3.256598,2.776694,2.776694,4.387893,-28.180125,0.352546,0.411765,0.037453,9486.724471,595,74.511345,0.39013,1.0,baseline
Strategy4 / EMA + Confirmation,CMA-ES,NVDA,equities,15min,validation,12.426059,11.530485,11.530485,14.253756,51.268453,6.196736,5.768108,5.768108,11.461194,-6.346564,2.245901,0.409449,0.016752,895.573431,127,90.791222,0.373737,1.0,baseline
Strategy4 / EMA + Confirmation,CMA-ES,NVDA,equities,15min,train,42.172013,37.297775,37.297775,8.55094,66.636261,4.29485,3.846954,3.846954,6.040123,-13.22459,0.646594,0.418919,0.019243,4874.237889,444,84.003997,0.336794,1.0,optimized
Strategy4 / EMA + Confirmation,CMA-ES,NVDA,equities,15min,validation,11.288203,10.696639,10.696639,13.218434,48.983145,8.170724,7.755725,7.755725,15.959251,-3.672684,3.599121,0.461538,0.011066,591.564131,91,117.545484,0.334269,1.0,optimized
Strategy4 / EMA + Confirmation,CMA-ES,TSLA,equities,15min,train,368.131862,338.521453,338.521453,46.457921,127.608372,7.430081,7.000113,7.000113,14.362136,-22.630037,2.052932,0.407718,0.116899,29610.409352,596,567.989014,0.375563,1.0,baseline
Strategy4 / EMA + Confirmation,CMA-ES,TSLA,equities,15min,validation,8.250417,7.555498,7.555498,9.304357,59.345679,3.68427,3.399493,3.399493,6.232298,-12.529225,0.742612,0.361538,0.012999,694.919507,130,58.119213,0.378788,1.0,baseline
Strategy4 / EMA + Confirmation,CMA-ES,TSLA,equities,15min,train,355.387507,331.163303,331.163303,45.971532,176.680871,8.022292,7.650577,7.650577,14.268505,-30.922857,1.486652,0.4725,0.095634,24224.204186,400,827.908257,0.452665,1.0,optimized
Strategy4 / EMA + Confirmation,CMA-ES,TSLA,equities,15min,validation,24.745292,23.921333,23.921333,29.952498,141.668358,7.153835,6.939886,6.939886,11.350701,-19.917415,1.503835,0.4875,0.015413,823.959028,80,299.016665,0.442948,1.0,optimized
