strategy,optimizer,asset,asset_class,frequency,split,gross_total_return,net_total_return,total_return,annualized_return,annualized_volatility,gross_sharpe,net_sharpe,sharpe,sortino,max_drawdown,calmar,hit_rate,turnover,total_transaction_cost,trade_count,average_trade_pnl,exposure_time,cost_bps,config_source
Strategy1 / Asymmetric Intervals,NES,META,equities,15min,train,-27.369823,-51.998553,-51.998553,-17.255677,94.440265,-0.733124,-1.700579,-1.700579,-3.717627,-56.094669,-0.307617,0.284992,0.097231,24628.730116,1186,-43.843637,0.321358,1.0,baseline
Strategy1 / Asymmetric Intervals,NES,META,equities,15min,validation,4.341042,2.526417,2.526417,3.158235,25.617655,2.665187,1.603179,1.603179,3.392251,-6.632135,0.476202,0.327189,0.033944,1814.624941,217,11.642477,0.284512,1.0,baseline
Strategy1 / Asymmetric Intervals,NES,META,equities,15min,train,-8.209761,-15.098716,-15.098716,-4.136295,28.081803,-0.924444,-1.80652,-1.80652,-3.399627,-18.632946,-0.221988,0.312627,0.027197,6888.955569,982,-15.375475,0.332294,1.0,optimized
Strategy1 / Asymmetric Intervals,NES,META,equities,15min,validation,1.848533,1.470035,1.470035,1.835309,7.669378,4.532195,3.613142,3.613142,7.048322,-2.017942,0.909495,0.388571,0.00708,378.498397,175,8.4002,0.292368,1.0,optimized
Strategy1 / Asymmetric Intervals,NES,MSFT,equities,15min,train,-21.701659,-54.026036,-54.026036,-18.1748,88.938332,-0.64924,-2.088144,-2.088144,-3.57496,-58.058801,-0.313041,0.284452,0.127613,32324.376918,1132,-47.72618,0.317331,1.0,baseline
Strategy1 / Asymmetric Intervals,NES,MSFT,equities,15min,validation,0.350901,-2.804295,-2.804295,-3.471984,26.373524,0.304283,-1.27153,-1.27153,-2.676545,-9.539346,-0.363965,0.313492,0.05902,3155.196363,252,-11.128155,0.312196,1.0,baseline
Strategy1 / Asymmetric Intervals,NES,MSFT,equities,15min,train,-8.102375,-37.015362,-37.015362,-11.293164,106.077972,0.078052,-1.299817,-1.299817,-2.10491,-49.166464,-0.229692,0.331202,0.114145,28912.986117,782,-47.334222,0.291986,1.0,optimized
Strategy1 / Asymmetric Intervals,NES,MSFT,equities,15min,validation,9.851601,4.716822,4.716822,5.828858,80.865133,2.858151,1.566957,1.566957,3.158675,-18.587852,0.313584,0.4,0.096049,5134.779446,160,29.480134,0.282828,1.0,optimized
Strategy1 / Asymmetric Intervals,NES,NVDA,equities,15min,train,91.921429,74.496244,74.496244,15.454076,50.189731,4.22252,3.483143,3.483143,7.507303,-19.973743,0.77372,0.307829,0.068793,17425.185485,1124,66.277797,0.333439,1.0,baseline
Strategy1 / Asymmetric Intervals,NES,NVDA,equities,15min,validation,4.20634,2.568365,2.568365,3.145309,35.061804,1.800572,1.167906,1.167906,2.640569,-6.442782,0.488191,0.276151,0.030639,1637.97574,239,10.746295,0.314067,1.0,baseline
Strategy1 / Asymmetric Intervals,NES,NVDA,equities,15min,train,177.763368,142.548684,142.548684,25.778297,185.573163,4.088563,3.5538,3.5538,5.805396,-38.809098,0.664233,0.364094,0.139024,35214.684468,596,239.175644,0.320884,1.0,optimized
Strategy1 / Asymmetric Intervals,NES,NVDA,equities,15min,validation,37.894688,35.268705,35.268705,44.610558,132.863923,7.13023,6.677618,6.677618,14.806841,-11.008409,4.052407,0.403226,0.049121,2625.983358,124,284.425041,0.327348,1.0,optimized
Strategy1 / Asymmetric Intervals,NES,TSLA,equities,15min,train,397.429457,348.575674,348.575674,47.318664,86.827433,6.395954,5.811197,5.811197,13.795619,-16.217143,2.917818,0.328897,0.192869,48853.782997,1052,331.345698,0.314607,1.0,baseline
Strategy1 / Asymmetric Intervals,NES,TSLA,equities,15min,validation,1.758549,0.526725,0.526725,0.643537,39.149284,0.824644,0.384195,0.384195,0.658361,-6.708675,0.095926,0.291845,0.023042,1231.824587,233,2.260622,0.33352,1.0,baseline
Strategy1 / Asymmetric Intervals,NES,TSLA,equities,15min,train,62.060679,57.008344,57.008344,12.386684,41.772645,6.520589,6.032371,6.032371,12.337693,-9.095436,1.361857,0.389803,0.019946,5052.335301,608,93.763724,0.315041,1.0,optimized
Strategy1 / Asymmetric Intervals,NES,TSLA,equities,15min,validation,9.401022,8.94307,8.94307,11.028805,35.267942,6.634115,6.320859,6.320859,11.814205,-6.235129,1.768817,0.376923,0.008566,457.952487,130,68.792843,0.338197,1.0,optimized
Strategy2 / EMA Filter,NES,DBC,commodities,15min,train,-6.70343,-41.183327,-41.183327,-12.800839,69.141702,-0.230459,-2.821491,-2.821491,-5.319958,-42.081656,-0.30419,0.291824,0.090752,34479.897001,795,-51.802927,0.269454,1.5,baseline
Strategy2 / EMA Filter,NES,DBC,commodities,15min,validation,-19.388498,-26.874364,-26.874364,-31.761062,64.58112,-6.200922,-8.656373,-8.656373,-10.036759,-31.915531,-0.99516,0.288136,0.093352,7485.865622,177,-151.832564,0.26618,1.5,baseline
Strategy2 / EMA Filter,NES,DBC,commodities,15min,train,-6.347528,-32.659599,-32.659599,-9.701447,87.938222,-0.126229,-2.223339,-2.223339,-3.763176,-36.335854,-0.266994,0.333935,0.069254,26312.070676,554,-58.952344,0.273481,1.5,optimized
Strategy2 / EMA Filter,NES,DBC,commodities,15min,validation,-18.167099,-24.860672,-24.860672,-29.461478,101.565336,-5.160229,-7.180678,-7.180678,-8.319631,-30.183767,-0.97607,0.333333,0.083471,6693.572882,120,-207.17227,0.252899,1.5,optimized
Strategy2 / EMA Filter,NES,GLD,commodities,15min,train,6.926671,-28.534691,-28.534691,-8.329386,63.315967,0.836782,-2.076786,-2.076786,-3.690455,-37.561133,-0.221755,0.269601,0.093332,35461.362645,727,-39.249919,0.257837,1.5,baseline
Strategy2 / EMA Filter,NES,GLD,commodities,15min,validation,-0.050627,-5.503955,-5.503955,-6.676263,32.527929,0.126737,-3.114555,-3.114555,-4.789126,-11.20639,-0.595755,0.316092,0.068005,5453.327505,174,-31.631925,0.29349,1.5,baseline
Strategy2 / EMA Filter,NES,GLD,commodities,15min,train,1.276263,-36.988012,-36.988012,-11.268282,62.200348,0.350146,-2.686425,-2.686425,-4.48318,-41.882321,-0.269046,0.288177,0.100709,38264.274863,812,-45.551739,0.282827,1.5,optimized
Strategy2 / EMA Filter,NES,GLD,commodities,15min,validation,16.411726,5.665436,5.665436,6.957287,59.96235,4.849329,1.868403,1.868403,3.508148,-10.171874,0.683973,0.321244,0.13401,10746.289768,193,29.354592,0.323232,1.5,optimized
Strategy2 / EMA Filter,NES,SLV,commodities,15min,train,-8.10142,-26.408932,-26.408932,-7.62057,61.865223,-0.431262,-2.009403,-2.009403,-3.269406,-28.661903,-0.265878,0.32097,0.048184,18307.51179,701,-37.673226,0.255626,1.5,baseline
Strategy2 / EMA Filter,NES,SLV,commodities,15min,validation,1.061418,-5.122498,-5.122498,-6.221505,76.861433,0.659447,-1.030931,-1.030931,-2.030906,-12.620812,-0.492956,0.283019,0.077116,6183.916267,159,-32.216967,0.262439,1.5,baseline
Strategy2 / EMA Filter,NES,SLV,commodities,15min,train,1.511853,-11.66397,-11.66397,-3.155265,46.691015,0.39774,-1.164688,-1.164688,-1.972183,-17.912694,-0.176147,0.330658,0.034678,13175.822754,623,-18.722264,0.227675,1.5,optimized
Strategy2 / EMA Filter,NES,SLV,commodities,15min,validation,5.880689,1.894176,1.894176,2.318704,61.837207,2.675376,1.077959,1.077959,2.183399,-8.027724,0.288837,0.3,0.049713,3986.513328,130,14.570585,0.225589,1.5,optimized
Strategy2 / EMA Filter,NES,USO,commodities,15min,train,-17.82248,-46.984411,-46.984411,-15.108909,106.711417,-0.446392,-1.937351,-1.937351,-3.443976,-59.381514,-0.254438,0.324495,0.076752,29161.930249,792,-59.323751,0.269562,1.5,baseline
Strategy2 / EMA Filter,NES,USO,commodities,15min,validation,-14.71561,-18.524075,-18.524075,-22.257104,44.265767,-6.706188,-8.459637,-8.459637,-10.958929,-21.093373,-1.05517,0.337143,0.047493,3808.464124,175,-105.851854,0.272166,1.5,baseline
Strategy2 / EMA Filter,NES,USO,commodities,15min,train,-23.612902,-34.047444,-34.047444,-10.200748,74.656849,-2.263027,-3.435745,-3.435745,-5.286578,-42.493754,-0.240053,0.3375,0.027463,10434.541593,480,-70.932174,0.236636,1.5,optimized
Strategy2 / EMA Filter,NES,USO,commodities,15min,validation,-6.407332,-7.817713,-7.817713,-9.520972,26.596642,-7.043049,-8.616563,-8.616563,-14.062318,-10.699515,-0.889851,0.286957,0.017588,1410.380945,115,-67.980113,0.242237,1.5,optimized
Strategy2 / EMA Filter,NES,BNBUSDT,crypto,15min,train,-34.457184,-98.994402,-98.994402,-69.482181,209.707972,0.105744,-2.648598,-2.648598,-6.458563,-99.717675,-0.696789,0.213221,0.011862,64537.218572,2012,-49.201989,0.277516,4.0,baseline
Strategy2 / EMA Filter,NES,BNBUSDT,crypto,15min,validation,-3.860972,-62.78178,-62.78178,-69.72095,186.162655,0.398572,-2.926181,-2.926181,-7.897878,-80.758699,-0.863324,0.207792,0.050503,58920.808001,462,-135.891298,0.295882,4.0,baseline
Strategy2 / EMA Filter,NES,BNBUSDT,crypto,15min,train,-40.184675,-99.36258,-99.36258,-72.869193,334.298054,0.423164,-1.89857,-1.89857,-4.067535,-99.896609,-0.729446,0.269101,0.010877,59177.904679,1479,-67.182272,0.277053,4.0,optimized
Strategy2 / EMA Filter,NES,BNBUSDT,crypto,15min,validation,83.138059,19.060692,19.060692,23.477142,238.680537,4.122187,1.827532,1.827532,5.115894,-59.703012,0.393232,0.292453,0.054923,64077.367074,318,59.939282,0.292454,4.0,optimized
Strategy2 / EMA Filter,NES,BTCUSDT,crypto,15min,train,94.668911,-72.283709,-72.283709,-28.185535,195.98437,1.594367,-0.211544,-0.211544,-0.559365,-79.426263,-0.354864,0.223602,0.030685,166952.619867,1932,-37.413928,0.283927,4.0,baseline
Strategy2 / EMA Filter,NES,BTCUSDT,crypto,15min,validation,25.525817,-12.177154,-12.177154,-14.656576,102.300568,2.503454,-0.511894,-0.511894,-1.209582,-34.341324,-0.426791,0.270531,0.032316,37702.971489,414,-29.413416,0.311174,4.0,baseline
Strategy2 / EMA Filter,NES,BTCUSDT,crypto,15min,train,46.076267,5.869221,5.869221,1.482575,40.800007,2.540938,0.512277,0.512277,1.172615,-17.572652,0.084368,0.293279,0.00739,40207.045323,1473,3.984536,0.30485,4.0,optimized
Strategy2 / EMA Filter,NES,BTCUSDT,crypto,15min,validation,33.743422,16.128535,16.128535,20.025178,62.432677,5.550001,2.835932,2.835932,6.545108,-13.071344,1.531991,0.347267,0.015098,17614.88722,311,51.860242,0.331025,4.0,optimized
Strategy2 / EMA Filter,NES,ETHUSDT,crypto,15min,train,-5.475362,-81.682674,-81.682674,-35.470506,118.54595,0.219721,-1.729613,-1.729613,-3.708632,-84.283587,-0.420847,0.239823,0.014007,76207.311861,2039,-40.060164,0.297425,4.0,baseline
Strategy2 / EMA Filter,NES,ETHUSDT,crypto,15min,validation,25.197131,7.487765,7.487765,9.11972,65.372513,3.232372,1.183581,1.183581,3.784705,-16.206656,0.562715,0.239234,0.015179,17709.365736,418,17.913313,0.283677,4.0,baseline
Strategy2 / EMA Filter,NES,ETHUSDT,crypto,15min,train,-37.730268,-95.140707,-95.140707,-54.174893,240.02749,-0.210143,-1.490116,-1.490116,-2.927457,-95.293651,-0.568505,0.28127,0.010552,57410.439339,1575,-60.406798,0.305732,4.0,optimized
Strategy2 / EMA Filter,NES,ETHUSDT,crypto,15min,validation,98.512561,50.468755,50.468755,63.867111,294.489216,4.30668,2.834115,2.834115,7.947524,-54.572186,1.170323,0.278146,0.04118,48043.80586,302,167.115084,0.28642,4.0,optimized
Strategy2 / EMA Filter,NES,SOLUSDT,crypto,15min,train,-44.874351,-76.884121,-76.884121,-31.47843,90.031512,-1.047239,-2.110424,-2.110424,-4.197691,-78.931466,-0.398807,0.251912,0.005883,32009.770121,2092,-36.751492,0.296829,4.0,baseline
Strategy2 / EMA Filter,NES,SOLUSDT,crypto,15min,validation,7.652054,-17.934688,-17.934688,-21.250848,100.316162,1.041761,-0.94985,-0.94985,-2.18801,-43.881331,-0.48428,0.253333,0.021931,25586.741499,450,-39.854862,0.307059,4.0,baseline
Strategy2 / EMA Filter,NES,SOLUSDT,crypto,15min,train,-3.046061,-21.799257,-21.799257,-6.149356,46.252469,0.052329,-0.923622,-0.923622,-1.72304,-34.818799,-0.17661,0.312169,0.003447,18753.196282,1512,-14.417498,0.294403,4.0,optimized
Strategy2 / EMA Filter,NES,SOLUSDT,crypto,15min,validation,43.072054,27.070432,27.070432,33.576852,105.228929,4.478422,2.966387,2.966387,7.429116,-29.720517,1.129753,0.328947,0.013716,16001.62216,304,89.047475,0.304591,4.0,optimized
Strategy2 / EMA Filter,NES,AAPL,equities,15min,train,46.555634,30.361482,30.361482,7.093374,51.564777,3.551369,2.444137,2.444137,4.760961,-11.056265,0.641571,0.345455,0.063933,16194.152178,770,39.430496,0.297276,1.0,baseline
Strategy2 / EMA Filter,NES,AAPL,equities,15min,validation,4.342128,2.970639,2.970639,3.740731,30.112153,2.968383,2.07551,2.07551,5.414707,-4.671386,0.800775,0.319277,0.025654,1371.488483,166,17.895418,0.285821,1.0,baseline
Strategy2 / EMA Filter,NES,AAPL,equities,15min,train,14.011015,11.879353,11.879353,2.956581,17.127079,5.669967,4.831535,4.831535,8.09924,-4.681547,0.631539,0.412804,0.008416,2131.662034,453,26.223736,0.257837,1.0,optimized
Strategy2 / EMA Filter,NES,AAPL,equities,15min,validation,2.791313,2.592055,2.592055,3.262696,7.432374,13.171544,12.236906,12.236906,34.089932,-0.389488,8.376886,0.430108,0.003727,199.257679,93,27.871558,0.25159,1.0,optimized
Strategy2 / EMA Filter,NES,AMZN,equities,15min,train,114.022635,80.533752,80.533752,16.472851,90.674572,4.151401,3.15822,3.15822,6.396642,-28.973124,0.568556,0.35324,0.13221,33488.882479,787,102.330054,0.309712,1.0,baseline
Strategy2 / EMA Filter,NES,AMZN,equities,15min,validation,-2.338246,-3.853855,-3.853855,-4.778793,45.846871,-0.89222,-1.612875,-1.612875,-2.682636,-9.159327,-0.521741,0.339869,0.02835,1515.609598,153,-25.188597,0.283015,1.0,baseline
Strategy2 / EMA Filter,NES,AMZN,equities,15min,train,75.427185,38.987971,38.987971,8.902333,189.700517,2.854766,2.002172,2.002172,3.646418,-62.729007,0.141917,0.367619,0.143858,36439.213883,525,74.262803,0.292183,1.0,optimized
Strategy2 / EMA Filter,NES,AMZN,equities,15min,validation,8.748043,5.219289,5.219289,6.526557,167.005472,2.396446,1.762797,1.762797,3.628868,-12.999331,0.502069,0.298077,0.066007,3528.753544,104,50.185471,0.267864,1.0,optimized
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,train,-10.21412,-36.398456,-36.398456,-11.031397,108.971527,0.008189,-1.170739,-1.170739,-1.925425,-55.716696,-0.197991,0.325377,0.103373,26184.336606,796,-45.726704,0.297039,1.0,baseline
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,validation,-2.306382,-4.064876,-4.064876,-5.040165,43.131123,-1.035438,-1.978571,-1.978571,-2.99607,-12.578445,-0.400699,0.354167,0.032894,1758.493402,144,-28.228303,0.261878,1.0,baseline
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,train,2.838023,-4.150373,-4.150373,-1.08896,17.51159,0.611322,-0.68386,-0.68386,-1.178206,-9.924591,-0.109723,0.293774,0.027589,6988.395499,1028,-4.037328,0.285906,1.0,optimized
Strategy2 / EMA Filter,NES,GOOGL,equities,15min,validation,4.925654,3.422695,3.422695,4.269659,24.924532,3.524014,2.48616,2.48616,3.959826,-6.219388,0.686508,0.345745,0.028114,1502.959589,188,18.205822,0.260007,1.0,optimized
Strategy2 / EMA Filter,NES,META,equities,15min,train,-26.80083,-44.774219,-44.774219,-14.206962,115.065697,-0.717055,-1.480078,-1.480078,-2.852806,-51.18106,-0.277582,0.304556,0.070957,17973.388697,834,-53.686113,0.296921,1.0,baseline
Strategy2 / EMA Filter,NES,META,equities,15min,validation,3.30825,2.134077,2.134077,2.666507,30.564368,2.704764,1.800913,1.800913,3.271053,-9.407904,0.283433,0.376812,0.021964,1174.172501,138,15.464327,0.251777,1.0,baseline
Strategy2 / EMA Filter,NES,META,equities,15min,train,3.224239,-20.148113,-20.148113,-5.645976,110.065362,0.587015,-0.218115,-0.218115,-0.426602,-39.238204,-0.14389,0.335548,0.092271,23372.352563,903,-22.312418,0.315949,1.0,optimized
Strategy2 / EMA Filter,NES,META,equities,15min,validation,46.958415,39.342226,39.342226,51.008279,143.085761,6.465397,5.525059,5.525059,10.998887,-31.331576,1.628015,0.379747,0.142465,7616.188994,158,249.001432,0.283577,1.0,optimized
Strategy2 / EMA Filter,NES,MSFT,equities,15min,train,-22.087487,-47.360336,-47.360336,-15.26449,107.364269,-0.625142,-1.869867,-1.869867,-3.010534,-53.690926,-0.284303,0.319018,0.099774,25272.849042,815,-58.110842,0.297473,1.0,baseline
Strategy2 / EMA Filter,NES,MSFT,equities,15min,validation,1.744135,-0.112266,-0.112266,-0.139454,34.925673,1.300479,0.10516,0.10516,0.162563,-8.231626,-0.016941,0.390411,0.034725,1856.400719,146,-0.768945,0.267864,1.0,baseline
Strategy2 / EMA Filter,NES,MSFT,equities,15min,train,-7.929474,-30.347206,-30.347206,-8.960458,127.868182,0.140513,-1.125838,-1.125838,-1.722061,-54.480816,-0.16447,0.370722,0.088503,22417.7314,526,-57.694308,0.284801,1.0,optimized
Strategy2 / EMA Filter,NES,MSFT,equities,15min,validation,7.219675,5.174631,5.174631,6.468481,64.854119,4.089352,3.022808,3.022808,5.594241,-12.930542,0.500248,0.347368,0.038254,2045.044296,95,54.469798,0.254209,1.0,optimized
Strategy2 / EMA Filter,NES,NVDA,equities,15min,train,91.486279,79.067949,79.067949,16.227236,61.399437,4.8872,4.282162,4.282162,8.533964,-22.011863,0.737204,0.351662,0.049026,12418.330171,782,101.109909,0.308251,1.0,baseline
Strategy2 / EMA Filter,NES,NVDA,equities,15min,validation,10.430778,9.244409,9.244409,11.401509,39.514262,5.049858,4.496719,4.496719,10.006883,-6.588912,1.730409,0.327485,0.022192,1186.368927,171,54.060874,0.293865,1.0,baseline
Strategy2 / EMA Filter,NES,NVDA,equities,15min,train,150.114813,117.389697,117.389697,22.262916,187.11634,3.843676,3.301354,3.301354,5.374924,-39.723741,0.560444,0.358261,0.129195,32725.116105,575,204.155995,0.312949,1.0,optimized
Strategy2 / EMA Filter,NES,NVDA,equities,15min,validation,38.513497,36.040691,36.040691,45.618935,134.282907,7.485522,7.04396,7.04396,15.850253,-10.924432,4.175863,0.389831,0.046255,2472.806322,118,305.429582,0.319117,1.0,optimized
Strategy2 / EMA Filter,NES,TSLA,equities,15min,train,498.363844,457.959542,457.959542,55.854187,102.096882,8.339115,7.83381,7.83381,17.535437,-15.306146,3.649134,0.381142,0.159512,40404.301639,753,608.180003,0.295894,1.0,baseline
Strategy2 / EMA Filter,NES,TSLA,equities,15min,validation,4.111232,3.242312,3.242312,3.974826,43.744802,2.080936,1.688647,1.688647,2.851046,-7.039267,0.564665,0.343558,0.016254,868.920136,163,19.891485,0.296483,1.0,baseline
Strategy2 / EMA Filter,NES,TSLA,equities,15min,train,64.961046,60.87802,60.87802,13.097224,42.424563,8.078869,7.607556,7.607556,15.673427,-8.914321,1.469234,0.408451,0.016119,4083.026899,497,122.490985,0.267469,1.0,optimized
Strategy2 / EMA Filter,NES,TSLA,equities,15min,validation,5.900856,5.540172,5.540172,6.810635,37.814472,5.041203,4.746598,4.746598,8.834685,-5.894446,1.155433,0.320388,0.006747,360.684075,103,53.788078,0.278526,1.0,optimized
Strategy3 / Exit Confirmation,CMA-ES,DBC,commodities,15min,train,29.739355,-10.809181,-10.809181,-2.909075,91.478913,1.964015,-0.13993,-0.13993,-0.255213,-37.248131,-0.0781,0.352601,0.106725,40548.536133,692,-15.620204,0.386198,1.5,baseline
Strategy3 / Exit Confirmation,CMA-ES,DBC,commodities,15min,validation,-14.959489,-21.470031,-21.470031,-25.552579,71.036948,-4.620634,-6.753691,-6.753691,-8.46457,-27.55693,-0.927265,0.312102,0.081189,6510.542228,157,-136.751792,0.384774,1.5,baseline
Strategy3 / Exit Confirmation,CMA-ES,DBC,commodities,15min,train,-6.882383,-26.576394,-26.576394,-7.663287,57.4828,-0.494587,-2.644407,-2.644407,-4.438667,-29.010117,-0.264159,0.324459,0.051835,19694.011219,601,-44.22029,0.290971,1.5,optimized
Strategy3 / Exit Confirmation,CMA-ES,DBC,commodities,15min,validation,-7.028518,-9.40709,-9.40709,-11.362665,30.097544,-5.971286,-8.017322,-8.017322,-9.433036,-12.499683,-0.909036,0.325758,0.029662,2378.572189,132,-71.265837,0.277217,1.5,optimized
Strategy3 / Exit Confirmation,CMA-ES,GLD,commodities,15min,train,-2.778126,-33.547315,-33.547315,-10.038478,76.997852,0.100209,-2.37407,-2.37407,-3.933299,-40.525911,-0.247705,0.33122,0.080982,30769.18873,631,-53.165317,0.360087,1.5,baseline
Strategy3 / Exit Confirmation,CMA-ES,GLD,commodities,15min,validation,2.975414,-2.101289,-2.101289,-2.558667,42.329162,1.678002,-0.818639,-0.818639,-1.32191,-10.744653,-0.238134,0.36478,0.063308,5076.702325,159,-13.215653,0.413954,1.5,baseline
Strategy3 / Exit Confirmation,CMA-ES,GLD,commodities,15min,train,14.093214,-7.345791,-7.345791,-1.955439,112.257851,1.649342,-0.046234,-0.046234,-0.074465,-22.677256,-0.086229,0.421622,0.056426,21439.004581,370,-19.853488,0.479589,1.5,optimized
Strategy3 / Exit Confirmation,CMA-ES,GLD,commodities,15min,validation,17.998931,14.949563,14.949563,18.537256,81.441752,8.919649,7.460314,7.460314,14.842283,-12.841545,1.443538,0.45,0.038027,3049.368524,80,186.869537,0.531051,1.5,optimized
Strategy3 / Exit Confirmation,CMA-ES,SLV,commodities,15min,train,-22.185541,-37.463679,-37.463679,-11.426688,75.663797,-1.561803,-2.836906,-2.836906,-4.544935,-39.851167,-0.286734,0.345972,0.040211,15278.138731,633,-59.184328,0.356692,1.5,baseline
Strategy3 / Exit Confirmation,CMA-ES,SLV,commodities,15min,validation,-2.787575,-8.199949,-8.199949,-9.923165,88.437218,-0.317795,-1.76591,-1.76591,-2.885546,-12.500406,-0.793827,0.347222,0.067494,5412.373672,144,-56.94409,0.37355,1.5,baseline
Strategy3 / Exit Confirmation,CMA-ES,SLV,commodities,15min,train,-8.076521,-15.621504,-15.621504,-4.295759,49.265586,-1.020255,-2.174806,-2.174806,-3.429014,-19.070165,-0.225261,0.364026,0.019858,7544.983176,467,-33.450758,0.326372,1.5,optimized
Strategy3 / Exit Confirmation,CMA-ES,SLV,commodities,15min,validation,3.958397,1.822032,1.822032,2.23045,50.945151,2.777748,1.426136,1.426136,2.407503,-3.76048,0.593129,0.42,0.026641,2136.365221,100,18.220319,0.335391,1.5,optimized
Strategy3 / Exit Confirmation,CMA-ES,USO,commodities,15min,train,-42.478757,-62.45101,-62.45101,-22.339476,138.697669,-1.58982,-2.575309,-2.575309,-4.17036,-74.57257,-0.299567,0.343662,0.052565,19972.253507,710,-87.95917,0.386182,1.5,baseline
Strategy3 / Exit Confirmation,CMA-ES,USO,commodities,15min,validation,-24.715554,-28.027857,-28.027857,-33.243279,53.255655,-10.781351,-12.252456,-12.252456,-18.121221,-31.909077,-1.041813,0.271605,0.041306,3312.303551,162,-173.011465,0.397868,1.5,baseline
Strategy3 / Exit Confirmation,CMA-ES,USO,commodities,15min,train,-71.348506,-81.106357,-81.106357,-34.954592,172.233815,-4.897676,-5.58957,-5.58957,-8.148848,-86.415428,-0.404495,0.373984,0.025682,9757.851219,492,-164.850319,0.392183,1.5,optimized
Strategy3 / Exit Confirmation,CMA-ES,USO,commodities,15min,validation,-25.843219,-28.338044,-28.338044,-33.602336,73.131766,-11.427609,-12.542836,-12.542836,-15.468002,-34.144786,-0.984113,0.336207,0.031111,2494.825564,116,-244.293485,0.410961,1.5,optimized
Strategy3 / Exit Confirmation,CMA-ES,BNBUSDT,crypto,15min,train,-45.494526,-96.640391,-96.640391,-58.338224,264.475451,0.095424,-1.564803,-1.564803,-3.335748,-99.024571,-0.589129,0.271065,0.0094,51145.865468,1531,-63.122398,0.326619,4.0,baseline
Strategy3 / Exit Confirmation,CMA-ES,BNBUSDT,crypto,15min,validation,-4.839992,-53.633179,-53.633179,-60.503087,202.047615,0.378116,-2.561151,-2.561151,-5.892156,-78.948677,-0.76636,0.269663,0.041822,48793.18644,356,-150.654997,0.346076,4.0,baseline
Strategy3 / Exit Confirmation,CMA-ES,BNBUSDT,crypto,15min,train,-42.006959,-95.680202,-95.680202,-55.545476,393.250539,0.637576,-1.266816,-1.266816,-2.497146,-99.135569,-0.560298,0.335578,0.009865,53673.242875,891,-107.385187,0.442807,4.0,optimized
Strategy3 / Exit Confirmation,CMA-ES,BNBUSDT,crypto,15min,validation,66.46573,18.583884,18.583884,22.869194,279.924436,4.838496,2.408882,2.408882,4.767452,-48.039252,0.476052,0.456044,0.041041,47881.845586,182,102.109253,0.452909,4.0,optimized
Strategy3 / Exit Confirmation,CMA-ES,BTCUSDT,crypto,15min,train,66.421235,-63.915835,-63.915835,-23.126476,233.028837,1.467173,0.128214,0.128214,0.286203,-79.183816,-0.292061,0.285999,0.023955,130337.069735,1507,-42.412631,0.327802,4.0,baseline
Strategy3 / Exit Confirmation,CMA-ES,BTCUSDT,crypto,15min,validation,33.932067,2.0806,2.0806,2.545095,110.025717,3.540061,0.72878,0.72878,1.527056,-24.436538,0.104151,0.326087,0.027301,31851.467562,322,6.46149,0.352727,4.0,baseline
Strategy3 / Exit Confirmation,CMA-ES,BTCUSDT,crypto,15min,train,1.023639,-82.663983,-82.663983,-36.374651,367.44065,1.074443,-0.066693,-0.066693,-0.120433,-94.192458,-0.386174,0.361751,0.015381,83687.622194,868,-95.235003,0.448218,4.0,optimized
Strategy3 / Exit Confirmation,CMA-ES,BTCUSDT,crypto,15min,validation,46.176943,18.634098,18.634098,23.172436,212.485436,4.425951,2.473014,2.473014,4.385923,-30.092372,0.770044,0.448087,0.023608,27542.845309,183,101.82567,0.464189,4.0,optimized
Strategy3 / Exit Confirmation,CMA-ES,ETHUSDT,crypto,15min,train,-23.245962,-83.648503,-83.648503,-37.327291,145.129727,-0.147645,-1.918926,-1.918926,-3.658274,-87.094358,-0.428584,0.292949,0.011102,60402.541245,1560,-53.620835,0.344557,4.0,baseline
Strategy3 / Exit Confirmation,CMA-ES,ETHUSDT,crypto,15min,validation,23.131007,9.720014,9.720014,11.863381,73.697597,3.528562,1.689782,1.689782,4.06072,-15.661932,0.757466,0.29582,0.011495,13410.992357,311,31.254065,0.328385,4.0,baseline
Strategy3 / Exit Confirmation,CMA-ES,ETHUSDT,crypto,15min,train,-31.1647,-80.536053,-80.536053,-34.445265,167.150939,-0.288737,-1.794121,-1.794121,-3.327147,-82.041661,-0.419851,0.30389,0.009074,49371.352772,1234,-65.264225,0.326677,4.0,optimized
Strategy3 / Exit Confirmation,CMA-ES,ETHUSDT,crypto,15min,validation,25.031452,16.684699,16.684699,20.504041,64.828997,5.32501,3.646594,3.646594,9.006768,-10.753935,1.906655,0.344681,0.007154,8346.753681,235,70.998717,0.308842,4.0,optimized
Strategy3 / Exit Confirmation,CMA-ES,SOLUSDT,crypto,15min,train,-50.891745,-71.977111,-71.977111,-27.987483,109.68345,-1.274523,-1.877695,-1.877695,-3.465544,-78.075637,-0.358466,0.300761,0.003875,21085.366056,1576,-45.670756,0.346902,4.0,baseline
