strategy,optimizer,asset,asset_class,frequency,iteration,candidate_id,params_json,train_net_sharpe,train_gross_sharpe,train_sharpe,train_net_return,train_return,train_volatility,train_max_drawdown,train_trade_count,train_total_cost,train_turnover,cost_bps,valid
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,2,22,"{""ema_period"": 101, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 13, ""vol_target"": 0.015415}",0.324134,1.012758,0.324134,-5.969273,-5.969273,105.910718,-48.364522,987,23029.31383,0.004233,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,2,23,"{""ema_period"": 100, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 13, ""vol_target"": 0.015391}",0.324134,1.013006,0.324134,-5.936699,-5.936699,105.745845,-48.307098,987,23001.597982,0.004228,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,2,24,"{""ema_period"": 101, ""entry_interval"": 31, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 13, ""vol_target"": 0.015421}",0.324134,1.012696,0.324134,-5.977425,-5.977425,105.951936,-48.37887,987,23036.23768,0.004234,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,3,25,"{""ema_period"": 99, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 13, ""vol_target"": 0.015332}",0.324134,1.013615,0.324134,-5.856882,-5.856882,105.340532,-48.165715,987,22933.324247,0.004215,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,3,26,"{""ema_period"": 100, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 13, ""vol_target"": 0.015295}",0.324135,1.013996,0.324135,-5.807014,-5.807014,105.086352,-48.076894,987,22890.407852,0.004207,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,3,27,"{""ema_period"": 99, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 13, ""vol_target"": 0.015269}",0.324135,1.014264,0.324135,-5.772059,-5.772059,104.907739,-48.014408,987,22860.20402,0.004202,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,3,28,"{""ema_period"": 100, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 13, ""vol_target"": 0.015304}",0.324134,1.013904,0.324134,-5.819131,-5.819131,105.148179,-48.09851,987,22900.85411,0.004209,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,3,29,"{""ema_period"": 99, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 13, ""vol_target"": 0.015405}",0.324134,1.012862,0.324134,-5.955693,-5.955693,105.842021,-48.340602,987,23017.769535,0.004231,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,3,30,"{""ema_period"": 99, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 13, ""vol_target"": 0.015343}",0.324134,1.013502,0.324134,-5.871735,-5.871735,105.416098,-48.192098,987,22946.068219,0.004217,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,3,31,"{""ema_period"": 100, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 13, ""vol_target"": 0.015452}",0.324133,1.012376,0.324133,-6.019609,-6.019609,106.164897,-48.452952,987,23071.978316,0.004241,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,3,32,"{""ema_period"": 100, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 13, ""vol_target"": 0.015501}",0.324133,1.011869,0.324133,-6.086491,-6.086491,106.501513,-48.569877,987,23128.360104,0.004251,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,4,33,"{""ema_period"": 100, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 13, ""vol_target"": 0.0153}",0.324135,1.013945,0.324135,-5.813745,-5.813745,105.1207,-48.088904,987,22896.211895,0.004208,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,4,34,"{""ema_period"": 100, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 13, ""vol_target"": 0.015239}",0.324135,1.014573,0.324135,-5.731815,-5.731815,104.701647,-47.942234,987,22825.305935,0.004195,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,4,35,"{""ema_period"": 99, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 13, ""vol_target"": 0.015388}",0.324134,1.013037,0.324134,-5.932632,-5.932632,105.725236,-48.299916,987,22998.131201,0.004227,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,4,36,"{""ema_period"": 100, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 13, ""vol_target"": 0.015351}",0.324134,1.013419,0.324134,-5.882546,-5.882546,105.471056,-48.211278,987,22955.332254,0.004219,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,4,37,"{""ema_period"": 100, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 13, ""vol_target"": 0.015364}",0.324134,1.013285,0.324134,-5.900127,-5.900127,105.560363,-48.242435,987,22970.378571,0.004222,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,4,38,"{""ema_period"": 100, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 13, ""vol_target"": 0.015192}",0.324135,1.015056,0.324135,-5.668959,-5.668959,104.378769,-47.829002,987,22770.53003,0.004185,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,4,39,"{""ema_period"": 100, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 13, ""vol_target"": 0.01531}",0.324134,1.013842,0.324134,-5.827213,-5.827213,105.189398,-48.112917,987,22907.815735,0.00421,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,4,40,"{""ema_period"": 100, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 13, ""vol_target"": 0.015301}",0.324135,1.013935,0.324135,-5.815091,-5.815091,105.12757,-48.091306,987,22897.372534,0.004208,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,5,41,"{""ema_period"": 100, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 13, ""vol_target"": 0.015434}",0.324134,1.012562,0.324134,-5.995103,-5.995103,106.041242,-48.409947,987,23051.232339,0.004237,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,5,42,"{""ema_period"": 100, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 13, ""vol_target"": 0.015374}",0.324134,1.013182,0.324134,-5.913663,-5.913663,105.62906,-48.266392,987,22981.946139,0.004224,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,5,43,"{""ema_period"": 100, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 13, ""vol_target"": 0.015169}",0.324135,1.015292,0.324135,-5.638285,-5.638285,104.220765,-47.77352,987,22743.679361,0.00418,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,5,44,"{""ema_period"": 100, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 13, ""vol_target"": 0.015278}",0.324135,1.014171,0.324135,-5.784151,-5.784151,104.969566,-48.036045,987,22870.663521,0.004204,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,5,45,"{""ema_period"": 100, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 13, ""vol_target"": 0.015231}",0.324135,1.014655,0.324135,-5.7211,-5.7211,104.646689,-47.922974,987,22815.991188,0.004193,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,5,46,"{""ema_period"": 100, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 13, ""vol_target"": 0.015177}",0.324135,1.01521,0.324135,-5.648948,-5.648948,104.275723,-47.792823,987,22753.022109,0.004182,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,5,47,"{""ema_period"": 100, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 13, ""vol_target"": 0.015275}",0.324135,1.014202,0.324135,-5.780119,-5.780119,104.948957,-48.028833,987,22867.17753,0.004203,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,5,48,"{""ema_period"": 100, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 13, ""vol_target"": 0.015273}",0.324135,1.014223,0.324135,-5.777432,-5.777432,104.935218,-48.024025,987,22864.853253,0.004202,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,6,49,"{""ema_period"": 100, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 13, ""vol_target"": 0.015134}",0.324136,1.015652,0.324136,-5.591716,-5.591716,103.980325,-47.689,987,22702.762417,0.004173,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,6,50,"{""ema_period"": 99, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 13, ""vol_target"": 0.015222}",0.324135,1.014748,0.324135,-5.709053,-5.709053,104.584862,-47.9013,987,22805.507775,0.004192,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,6,51,"{""ema_period"": 100, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 13, ""vol_target"": 0.015086}",0.324136,1.016144,0.324136,-5.528063,-5.528063,103.650577,-47.572912,987,22646.535552,0.004162,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,6,52,"{""ema_period"": 100, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 13, ""vol_target"": 0.015211}",0.324135,1.014861,0.324135,-5.694341,-5.694341,104.509294,-47.8748,987,22792.688502,0.004189,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,6,53,"{""ema_period"": 100, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 13, ""vol_target"": 0.015172}",0.324135,1.015262,0.324135,-5.642283,-5.642283,104.241375,-47.780759,987,22747.183315,0.004181,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,6,54,"{""ema_period"": 100, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 13, ""vol_target"": 0.015188}",0.324135,1.015097,0.324135,-5.66362,-5.66362,104.351291,-47.819356,987,22765.862492,0.004184,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,6,55,"{""ema_period"": 100, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 13, ""vol_target"": 0.015219}",0.324135,1.014779,0.324135,-5.705039,-5.705039,104.564252,-47.894074,987,22802.012287,0.004191,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,6,56,"{""ema_period"": 100, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 13, ""vol_target"": 0.015228}",0.324135,1.014686,0.324135,-5.717083,-5.717083,104.62608,-47.915751,987,22812.497225,0.004193,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,7,57,"{""ema_period"": 100, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 13, ""vol_target"": 0.01509}",0.324136,1.016103,0.324136,-5.533358,-5.533358,103.678056,-47.582594,987,22651.226077,0.004163,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,7,58,"{""ema_period"": 99, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 13, ""vol_target"": 0.015083}",0.324136,1.016175,0.324136,-5.524092,-5.524092,103.629967,-47.56565,987,22643.017068,0.004162,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,7,59,"{""ema_period"": 100, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 13, ""vol_target"": 0.015182}",0.324135,1.015159,0.324135,-5.655616,-5.655616,104.310072,-47.804885,987,22758.859493,0.004183,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,7,60,"{""ema_period"": 100, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 13, ""vol_target"": 0.015131}",0.324136,1.015682,0.324136,-5.58773,-5.58773,103.959715,-47.681751,987,22699.252039,0.004172,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,7,61,"{""ema_period"": 100, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 13, ""vol_target"": 0.015162}",0.324136,1.015364,0.324136,-5.628961,-5.628961,104.172677,-47.756625,987,22735.501497,0.004179,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,7,62,"{""ema_period"": 100, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 13, ""vol_target"": 0.015184}",0.324135,1.015138,0.324135,-5.658283,-5.658283,104.323812,-47.809709,987,22761.194052,0.004183,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,7,63,"{""ema_period"": 101, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 13, ""vol_target"": 0.01506}",0.324136,1.01641,0.324136,-5.493687,-5.493687,103.471963,-47.509945,987,22616.02521,0.004157,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,SOLUSDT,crypto,15min,7,64,"{""ema_period"": 100, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 13, ""vol_target"": 0.015079}",0.324136,1.016215,0.324136,-5.5188,-5.5188,103.602488,-47.555965,987,22638.324969,0.004161,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,0,1,"{""ema_period"": 48, ""entry_interval"": 38, ""exit_confirmation_bars"": 1, ""exit_interval"": 11, ""lookback"": 16, ""vol_target"": 0.009704}",3.483576,4.393477,3.483576,19.972432,19.972432,32.147817,-10.628395,559,5643.225161,0.022279,1.0,True
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,0,2,"{""ema_period"": 131, ""entry_interval"": 30, ""exit_confirmation_bars"": 6, ""exit_interval"": 1, ""lookback"": 15, ""vol_target"": 0.016869}",3.560071,4.408653,3.560071,36.918984,36.918984,62.432557,-16.411868,508,10178.115942,0.040182,1.0,True
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,0,3,"{""ema_period"": 62, ""entry_interval"": 35, ""exit_confirmation_bars"": 5, ""exit_interval"": 1, ""lookback"": 14, ""vol_target"": 0.03116}",2.927054,3.742351,2.927054,46.951877,46.951877,112.325558,-26.606435,474,17747.872605,0.070067,1.0,True
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,0,4,"{""ema_period"": 94, ""entry_interval"": 28, ""exit_confirmation_bars"": 6, ""exit_interval"": 1, ""lookback"": 19, ""vol_target"": 0.019506}",2.94651,3.736417,2.94651,32.600948,32.600948,82.609149,-19.442902,442,10666.816737,0.042111,1.0,True
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,0,5,"{""ema_period"": 117, ""entry_interval"": 36, ""exit_confirmation_bars"": 5, ""exit_interval"": 7, ""lookback"": 12, ""vol_target"": 0.016514}",3.389797,4.039892,3.389797,44.614618,44.614618,129.625563,-34.41945,340,11615.126177,0.045855,1.0,True
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,0,6,"{""ema_period"": 145, ""entry_interval"": 24, ""exit_confirmation_bars"": 5, ""exit_interval"": 1, ""lookback"": 26, ""vol_target"": 0.015976}",2.272853,3.092427,2.272853,20.428929,20.428929,72.704467,-19.921363,439,9145.76449,0.036106,1.0,True
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,0,7,"{""ema_period"": 122, ""entry_interval"": 21, ""exit_confirmation_bars"": 5, ""exit_interval"": 9, ""lookback"": 13, ""vol_target"": 0.011682}",3.531427,4.200145,3.531427,21.937147,21.937147,49.794687,-7.293857,398,4591.235566,0.018126,1.0,True
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,0,8,"{""ema_period"": 109, ""entry_interval"": 31, ""exit_confirmation_bars"": 6, ""exit_interval"": 6, ""lookback"": 10, ""vol_target"": 0.022298}",3.030799,3.764838,3.030799,55.724014,55.724014,173.315666,-36.45026,386,21762.545902,0.085916,1.0,True
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,1,9,"{""ema_period"": 110, ""entry_interval"": 30, ""exit_confirmation_bars"": 5, ""exit_interval"": 7, ""lookback"": 14, ""vol_target"": 0.014103}",4.202644,4.813892,4.202644,36.726223,36.726223,70.065062,-16.12254,380,6175.286042,0.024379,1.0,True
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,1,10,"{""ema_period"": 101, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 7, ""lookback"": 14, ""vol_target"": 0.013919}",3.885598,4.522445,3.885598,28.364322,28.364322,63.99036,-13.464928,359,5249.551253,0.020725,1.0,True
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,1,11,"{""ema_period"": 91, ""entry_interval"": 33, ""exit_confirmation_bars"": 3, ""exit_interval"": 8, ""lookback"": 14, ""vol_target"": 0.012904}",2.839116,3.499608,2.839116,18.940604,18.940604,56.152224,-10.809939,396,5031.569248,0.019864,1.0,True
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,1,12,"{""ema_period"": 101, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 7, ""lookback"": 14, ""vol_target"": 0.013655}",3.885599,4.521774,3.885599,27.81076,27.81076,62.776731,-13.219514,359,5128.366908,0.020246,1.0,True
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,1,13,"{""ema_period"": 97, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 14, ""vol_target"": 0.012995}",3.96268,4.595711,3.96268,27.212976,27.212976,59.511479,-12.5992,362,4852.047798,0.019155,1.0,True
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,1,14,"{""ema_period"": 109, ""entry_interval"": 31, ""exit_confirmation_bars"": 5, ""exit_interval"": 6, ""lookback"": 14, ""vol_target"": 0.014088}",2.99626,3.68955,2.99626,21.290477,21.290477,59.369691,-12.998339,395,5638.455886,0.02226,1.0,True
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,1,15,"{""ema_period"": 95, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 8, ""lookback"": 14, ""vol_target"": 0.012852}",3.807554,4.439884,3.807554,25.702967,25.702967,58.838929,-12.465721,363,4771.577238,0.018838,1.0,True
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,1,16,"{""ema_period"": 110, ""entry_interval"": 31, ""exit_confirmation_bars"": 5, ""exit_interval"": 7, ""lookback"": 14, ""vol_target"": 0.01427}",3.463288,4.060692,3.463288,25.075406,25.075406,70.89073,-15.913895,333,5007.730616,0.01977,1.0,True
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,2,17,"{""ema_period"": 101, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 7, ""lookback"": 14, ""vol_target"": 0.013643}",3.885599,4.521744,3.885599,27.785606,27.785606,62.721566,-13.20835,359,5122.879655,0.020225,1.0,True
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,2,18,"{""ema_period"": 102, ""entry_interval"": 31, ""exit_confirmation_bars"": 4, ""exit_interval"": 7, ""lookback"": 14, ""vol_target"": 0.013498}",3.885599,4.521373,3.885599,27.481725,27.481725,62.054989,-13.073381,359,5056.720298,0.019963,1.0,True
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,2,19,"{""ema_period"": 103, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 7, ""lookback"": 14, ""vol_target"": 0.013786}",3.733088,4.371376,3.733088,26.667389,26.667389,63.214895,-13.501971,359,5152.556155,0.020342,1.0,True
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,2,20,"{""ema_period"": 102, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 7, ""lookback"": 14, ""vol_target"": 0.013829}",3.885598,4.522217,3.885598,28.175569,28.175569,63.576623,-13.381309,359,5208.138441,0.020561,1.0,True
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,2,21,"{""ema_period"": 101, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 7, ""lookback"": 14, ""vol_target"": 0.013615}",3.885599,4.521672,3.885599,27.726917,27.726917,62.592848,-13.182296,359,5110.083199,0.020174,1.0,True
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,2,22,"{""ema_period"": 103, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 7, ""lookback"": 14, ""vol_target"": 0.013817}",3.733088,4.371456,3.733088,26.728533,26.728533,63.357036,-13.531094,359,5166.613854,0.020397,1.0,True
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,2,23,"{""ema_period"": 103, ""entry_interval"": 31, ""exit_confirmation_bars"": 4, ""exit_interval"": 7, ""lookback"": 14, ""vol_target"": 0.013749}",3.733089,4.371281,3.733089,26.594412,26.594412,63.045244,-13.467204,359,5135.792994,0.020276,1.0,True
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,2,24,"{""ema_period"": 105, ""entry_interval"": 31, ""exit_confirmation_bars"": 4, ""exit_interval"": 7, ""lookback"": 14, ""vol_target"": 0.013531}",3.817855,4.454166,3.817855,26.836334,26.836334,62.109235,-12.800308,358,5032.926746,0.019869,1.0,True
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,3,25,"{""ema_period"": 102, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 7, ""lookback"": 14, ""vol_target"": 0.013616}",3.885599,4.521675,3.885599,27.729013,27.729013,62.597445,-13.183227,359,5110.540043,0.020176,1.0,True
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,3,26,"{""ema_period"": 101, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 7, ""lookback"": 14, ""vol_target"": 0.013543}",3.885599,4.521488,3.885599,27.576021,27.576021,62.261858,-13.115281,359,5077.223872,0.020044,1.0,True
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,3,27,"{""ema_period"": 101, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 7, ""lookback"": 14, ""vol_target"": 0.01378}",3.885598,4.522093,3.885598,28.07282,28.07282,63.351366,-13.335763,359,5185.634967,0.020472,1.0,True
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,3,28,"{""ema_period"": 102, ""entry_interval"": 31, ""exit_confirmation_bars"": 4, ""exit_interval"": 7, ""lookback"": 14, ""vol_target"": 0.013622}",3.885599,4.52169,3.885599,27.741589,27.741589,62.625028,-13.18881,359,5113.281377,0.020187,1.0,True
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,3,29,"{""ema_period"": 101, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 7, ""lookback"": 14, ""vol_target"": 0.013677}",3.885599,4.52183,3.885599,27.856877,27.856877,62.877867,-13.239981,359,5138.431639,0.020286,1.0,True
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,3,30,"{""ema_period"": 101, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 7, ""lookback"": 14, ""vol_target"": 0.013603}",3.885599,4.521642,3.885599,27.701766,27.701766,62.537683,-13.171129,359,5104.602061,0.020152,1.0,True
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,3,31,"{""ema_period"": 102, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 7, ""lookback"": 14, ""vol_target"": 0.013609}",3.885599,4.521657,3.885599,27.714342,27.714342,62.565266,-13.176713,359,5107.3424,0.020163,1.0,True
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,3,32,"{""ema_period"": 102, ""entry_interval"": 31, ""exit_confirmation_bars"": 4, ""exit_interval"": 7, ""lookback"": 14, ""vol_target"": 0.013548}",3.885599,4.521501,3.885599,27.586499,27.586499,62.284843,-13.119935,359,5079.503638,0.020053,1.0,True
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,4,33,"{""ema_period"": 102, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 7, ""lookback"": 14, ""vol_target"": 0.01357}",3.885599,4.521558,3.885599,27.632604,27.632604,62.385979,-13.140415,359,5089.538386,0.020093,1.0,True
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,4,34,"{""ema_period"": 102, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 7, ""lookback"": 14, ""vol_target"": 0.013543}",3.885599,4.521488,3.885599,27.576021,27.576021,62.261858,-13.115281,359,5077.223872,0.020044,1.0,True
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,4,35,"{""ema_period"": 101, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 7, ""lookback"": 14, ""vol_target"": 0.013609}",3.885599,4.521657,3.885599,27.714342,27.714342,62.565266,-13.176713,359,5107.3424,0.020163,1.0,True
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,4,36,"{""ema_period"": 101, ""entry_interval"": 32, ""exit_confirmation_bars"": 4, ""exit_interval"": 7, ""lookback"": 14, ""vol_target"": 0.013491}",3.885599,4.521355,3.885599,27.467058,27.467058,62.022809,-13.066862,359,5053.533168,0.019951,1.0,True
