strategy,optimizer,asset,asset_class,frequency,iteration,candidate_id,params_json,train_net_sharpe,train_gross_sharpe,train_sharpe,train_net_return,train_return,train_volatility,train_max_drawdown,train_trade_count,train_total_cost,train_turnover,cost_bps,valid
Strategy1 / Asymmetric Intervals,NES,SLV,commodities,15min,7,63,"{""entry_interval"": 30, ""exit_interval"": 1, ""lookback"": 12, ""vol_target"": 0.021693}",-2.161883,-0.223382,-2.161883,-33.629837,-33.629837,54.95308,-37.349533,1004,27259.827944,0.071746,1.5,True
Strategy1 / Asymmetric Intervals,NES,SLV,commodities,15min,7,64,"{""entry_interval"": 21, ""exit_interval"": 6, ""lookback"": 5, ""vol_target"": 0.02053}",-1.606888,-0.05147,-1.606888,-40.368183,-40.368183,115.533569,-43.894738,673,30521.436217,0.08033,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,0,1,"{""entry_interval"": 37, ""exit_interval"": 10, ""lookback"": 15, ""vol_target"": 0.011576}",-2.39527,-0.932923,-2.39527,-32.510847,-32.510847,64.113461,-41.670556,741,17712.86361,0.046619,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,0,2,"{""entry_interval"": 31, ""exit_interval"": 3, ""lookback"": 5, ""vol_target"": 0.009452}",-1.259644,0.32482,-1.259644,-19.293965,-19.293965,56.244609,-34.78527,812,20213.283434,0.0532,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,0,3,"{""entry_interval"": 38, ""exit_interval"": 9, ""lookback"": 14, ""vol_target"": 0.01309}",-1.449968,-0.069142,-1.449968,-25.855984,-25.855984,74.06279,-43.116178,729,20129.851701,0.05298,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,0,4,"{""entry_interval"": 34, ""exit_interval"": 1, ""lookback"": 14, ""vol_target"": 0.029131}",-2.372308,-0.922888,-2.372308,-59.11777,-59.11777,121.563568,-69.046141,813,30269.034072,0.079666,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,0,5,"{""entry_interval"": 23, ""exit_interval"": 1, ""lookback"": 13, ""vol_target"": 0.028424}",-2.602035,-1.21611,-2.602035,-62.253607,-62.253607,120.300589,-71.574134,832,28752.113176,0.075673,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,0,6,"{""entry_interval"": 29, ""exit_interval"": 7, ""lookback"": 23, ""vol_target"": 0.030548}",-2.4659,-1.478037,-2.4659,-60.064062,-60.064062,155.740247,-71.786775,597,19173.754711,0.050464,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,0,7,"{""entry_interval"": 22, ""exit_interval"": 1, ""lookback"": 14, ""vol_target"": 0.02691}",-2.372308,-0.922888,-2.372308,-59.11777,-59.11777,121.563568,-69.046141,813,30269.034072,0.079666,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,0,8,"{""entry_interval"": 26, ""exit_interval"": 9, ""lookback"": 14, ""vol_target"": 0.010869}",-1.449927,-0.051882,-1.449927,-21.338051,-21.338051,61.498167,-37.12062,729,17280.729281,0.045482,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,1,9,"{""entry_interval"": 48, ""exit_interval"": 16, ""lookback"": 7, ""vol_target"": 0.005}",-1.585781,-0.382132,-1.585781,-12.786581,-12.786581,39.76399,-21.971394,632,8635.449415,0.022728,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,1,10,"{""entry_interval"": 51, ""exit_interval"": 16, ""lookback"": 5, ""vol_target"": 0.005}",-2.905752,-1.728995,-2.905752,-21.58909,-21.58909,40.339534,-27.839112,636,8071.463339,0.021243,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,1,11,"{""entry_interval"": 45, ""exit_interval"": 18, ""lookback"": 5, ""vol_target"": 0.005}",-1.722936,-0.468828,-1.722936,-16.242739,-16.242739,36.958719,-27.815492,824,10686.472959,0.028126,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,1,12,"{""entry_interval"": 59, ""exit_interval"": 14, ""lookback"": 7, ""vol_target"": 0.008385}",-1.585846,-0.419201,-1.585846,-21.853236,-21.853236,66.680788,-34.354296,632,13377.042865,0.035207,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,1,13,"{""entry_interval"": 32, ""exit_interval"": 17, ""lookback"": 5, ""vol_target"": 0.012534}",-2.905889,-1.810648,-2.905889,-48.766285,-48.766285,101.111769,-58.143743,636,15478.422503,0.040738,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,1,14,"{""entry_interval"": 29, ""exit_interval"": 17, ""lookback"": 6, ""vol_target"": 0.01035}",-1.922245,-0.731557,-1.922245,-29.94041,-29.94041,80.722637,-40.319249,622,15432.497658,0.040617,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,1,15,"{""entry_interval"": 36, ""exit_interval"": 14, ""lookback"": 7, ""vol_target"": 0.007767}",-1.585834,-0.41207,-1.585834,-20.189269,-20.189269,61.76679,-32.230244,632,12578.191257,0.033105,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,1,16,"{""entry_interval"": 21, ""exit_interval"": 18, ""lookback"": 5, ""vol_target"": 0.005}",-2.905752,-1.728995,-2.905752,-21.58909,-21.58909,40.339534,-27.839112,636,8071.463339,0.021243,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,2,17,"{""entry_interval"": 60, ""exit_interval"": 18, ""lookback"": 11, ""vol_target"": 0.005}",-2.380298,-1.180804,-2.380298,-16.803172,-16.803172,38.665811,-24.238059,606,7809.388794,0.020554,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,2,18,"{""entry_interval"": 53, ""exit_interval"": 16, ""lookback"": 13, ""vol_target"": 0.005}",-2.790498,-1.604434,-2.790498,-21.335199,-21.335199,41.57842,-28.785433,631,8389.151432,0.02208,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,2,19,"{""entry_interval"": 54, ""exit_interval"": 14, ""lookback"": 16, ""vol_target"": 0.009384}",-2.634071,-1.511977,-2.634071,-30.274213,-30.274213,65.174055,-39.912958,613,11443.967357,0.03012,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,2,20,"{""entry_interval"": 60, ""exit_interval"": 14, ""lookback"": 14, ""vol_target"": 0.006911}",-2.807818,-1.637314,-2.807818,-23.375358,-23.375358,46.457767,-32.278314,618,8941.843564,0.023534,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,2,21,"{""entry_interval"": 55, ""exit_interval"": 7, ""lookback"": 15, ""vol_target"": 0.011447}",-2.395046,-1.273591,-2.395046,-33.527054,-33.527054,79.093401,-45.456421,607,13592.346936,0.035774,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,2,22,"{""entry_interval"": 60, ""exit_interval"": 9, ""lookback"": 14, ""vol_target"": 0.011648}",-1.449941,-0.057758,-1.449941,-22.923432,-22.923432,65.905199,-39.273915,729,18306.43287,0.048181,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,2,23,"{""entry_interval"": 60, ""exit_interval"": 11, ""lookback"": 10, ""vol_target"": 0.005}",-1.97412,-0.783112,-1.97412,-14.246046,-14.246046,37.582691,-25.461228,620,7849.480928,0.020659,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,2,24,"{""entry_interval"": 53, ""exit_interval"": 11, ""lookback"": 13, ""vol_target"": 0.005}",-2.790498,-1.604434,-2.790498,-21.335199,-21.335199,41.57842,-28.785433,631,8389.151432,0.02208,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,3,25,"{""entry_interval"": 60, ""exit_interval"": 5, ""lookback"": 13, ""vol_target"": 0.017992}",-2.602008,-1.198685,-2.602008,-59.806777,-59.806777,113.675921,-69.286155,832,28042.176489,0.073805,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,3,26,"{""entry_interval"": 56, ""exit_interval"": 1, ""lookback"": 5, ""vol_target"": 0.015129}",-1.259783,0.27149,-1.259783,-31.591521,-31.591521,90.018257,-50.410645,812,29552.828269,0.077781,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,3,27,"{""entry_interval"": 53, ""exit_interval"": 6, ""lookback"": 9, ""vol_target"": 0.028544}",-2.435533,-1.202313,-2.435533,-60.298206,-60.298206,130.174464,-69.816152,757,26164.462707,0.068863,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,3,28,"{""entry_interval"": 60, ""exit_interval"": 5, ""lookback"": 5, ""vol_target"": 0.015016}",-1.25978,0.272674,-1.25978,-31.347972,-31.347972,89.346053,-50.133314,812,29387.84118,0.077347,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,3,29,"{""entry_interval"": 58, ""exit_interval"": 1, ""lookback"": 7, ""vol_target"": 0.016992}",-2.438984,-0.844449,-2.438984,-52.935634,-52.935634,101.872067,-62.154184,825,29255.76372,0.076999,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,3,30,"{""entry_interval"": 60, ""exit_interval"": 5, ""lookback"": 16, ""vol_target"": 0.019855}",-2.69505,-1.179387,-2.69505,-55.055739,-55.055739,100.074135,-63.364738,822,26631.9622,0.070093,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,3,31,"{""entry_interval"": 60, ""exit_interval"": 1, ""lookback"": 11, ""vol_target"": 0.00644}",-2.105475,-0.534688,-2.105475,-19.301769,-19.301769,38.091026,-25.73935,804,13245.405848,0.034861,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,3,32,"{""entry_interval"": 59, ""exit_interval"": 1, ""lookback"": 17, ""vol_target"": 0.019968}",-2.861313,-1.322378,-2.861313,-58.490001,-58.490001,105.290231,-66.538197,810,27065.147252,0.071233,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,4,33,"{""entry_interval"": 55, ""exit_interval"": 1, ""lookback"": 8, ""vol_target"": 0.010689}",-1.904879,-0.3419,-1.904879,-30.158967,-30.158967,64.321686,-40.391202,823,21592.08822,0.056829,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,4,34,"{""entry_interval"": 47, ""exit_interval"": 1, ""lookback"": 8, ""vol_target"": 0.005}",-1.904732,-0.276096,-1.904732,-14.380684,-14.380684,30.090426,-20.616544,823,11438.587402,0.030106,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,4,35,"{""entry_interval"": 59, ""exit_interval"": 4, ""lookback"": 5, ""vol_target"": 0.008565}",-2.905817,-1.763278,-2.905817,-35.322256,-35.322256,69.097944,-43.788437,636,12217.670446,0.032156,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,4,36,"{""entry_interval"": 60, ""exit_interval"": 1, ""lookback"": 5, ""vol_target"": 0.006137}",-1.259562,0.34995,-1.259562,-12.227811,-12.227811,36.52034,-23.927091,812,13767.664452,0.036235,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,4,37,"{""entry_interval"": 60, ""exit_interval"": 3, ""lookback"": 5, ""vol_target"": 0.005}",-1.259535,0.357512,-1.259535,-9.859698,-9.859698,29.754733,-19.881899,812,11392.055216,0.029983,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,4,38,"{""entry_interval"": 60, ""exit_interval"": 6, ""lookback"": 5, ""vol_target"": 0.006372}",-2.885983,-1.35609,-2.885983,-25.298055,-25.298055,40.97669,-32.869921,755,12509.104965,0.032923,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,4,39,"{""entry_interval"": 56, ""exit_interval"": 1, ""lookback"": 9, ""vol_target"": 0.005}",-2.01572,-0.40596,-2.01572,-13.642469,-13.642469,26.87444,-19.032651,832,10232.978983,0.026932,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,4,40,"{""entry_interval"": 52, ""exit_interval"": 2, ""lookback"": 7, ""vol_target"": 0.005}",-2.694294,-1.19219,-2.694294,-19.633949,-19.633949,33.015085,-25.331037,759,10291.631108,0.027087,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,5,41,"{""entry_interval"": 51, ""exit_interval"": 1, ""lookback"": 11, ""vol_target"": 0.005}",-2.105441,-0.522829,-2.105441,-15.079594,-15.079594,29.574399,-20.472829,804,10604.04556,0.027909,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,5,42,"{""entry_interval"": 50, ""exit_interval"": 1, ""lookback"": 5, ""vol_target"": 0.008387}",-1.259618,0.333388,-1.259618,-17.003501,-17.003501,49.908066,-31.444658,812,18221.531358,0.047958,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,5,43,"{""entry_interval"": 59, ""exit_interval"": 1, ""lookback"": 11, ""vol_target"": 0.008106}",-2.105515,-0.549542,-2.105515,-24.090081,-24.090081,47.943843,-31.495562,804,16077.900365,0.042316,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,5,44,"{""entry_interval"": 41, ""exit_interval"": 1, ""lookback"": 7, ""vol_target"": 0.005}",-2.438683,-0.789129,-2.438683,-17.744508,-17.744508,29.981933,-23.045928,825,11294.191158,0.029725,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,5,45,"{""entry_interval"": 57, ""exit_interval"": 3, ""lookback"": 7, ""vol_target"": 0.009604}",-2.438798,-0.80531,-2.438798,-32.622567,-32.622567,57.585275,-40.604497,825,19616.693206,0.05163,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,5,46,"{""entry_interval"": 58, ""exit_interval"": 1, ""lookback"": 14, ""vol_target"": 0.005}",-2.371925,-0.775989,-2.371925,-14.648733,-14.648733,25.546048,-19.778973,813,9354.063945,0.024619,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,5,47,"{""entry_interval"": 49, ""exit_interval"": 1, ""lookback"": 7, ""vol_target"": 0.005}",-2.438683,-0.789129,-2.438683,-17.744508,-17.744508,29.981933,-23.045928,825,11294.191158,0.029725,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,5,48,"{""entry_interval"": 60, ""exit_interval"": 7, ""lookback"": 11, ""vol_target"": 0.005554}",-2.380308,-1.185608,-2.380308,-18.619438,-18.619438,42.949636,-26.610988,606,8550.274376,0.022504,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,6,49,"{""entry_interval"": 49, ""exit_interval"": 1, ""lookback"": 5, ""vol_target"": 0.008357}",-1.259617,0.333622,-1.259617,-16.939207,-16.939207,49.729569,-31.348568,812,18164.335613,0.047807,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,6,50,"{""entry_interval"": 44, ""exit_interval"": 4, ""lookback"": 5, ""vol_target"": 0.023851}",-2.906026,-1.927868,-2.906026,-68.869193,-68.869193,162.095819,-77.279564,636,18596.914181,0.048946,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,6,51,"{""entry_interval"": 39, ""exit_interval"": 1, ""lookback"": 5, ""vol_target"": 0.013699}",-1.259748,0.286116,-1.259748,-28.50084,-28.50084,81.511431,-46.804246,812,27402.703639,0.072122,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,6,52,"{""entry_interval"": 50, ""exit_interval"": 2, ""lookback"": 8, ""vol_target"": 0.005}",-2.844729,-1.387703,-2.844729,-20.610008,-20.610008,33.279163,-26.147113,755,9967.851244,0.026235,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,6,53,"{""entry_interval"": 43, ""exit_interval"": 5, ""lookback"": 10, ""vol_target"": 0.021814}",-1.411369,-0.040992,-1.411369,-45.545987,-45.545987,122.909813,-59.343329,806,33271.808704,0.087569,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,6,54,"{""entry_interval"": 49, ""exit_interval"": 1, ""lookback"": 6, ""vol_target"": 0.006319}",-2.328171,-0.706044,-2.328171,-20.441148,-20.441148,36.545446,-28.11575,817,13252.648115,0.03488,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,6,55,"{""entry_interval"": 53, ""exit_interval"": 2, ""lookback"": 8, ""vol_target"": 0.016471}",-2.844996,-1.577977,-2.844996,-57.442929,-57.442929,109.608882,-66.124519,755,22681.587104,0.059696,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,6,56,"{""entry_interval"": 43, ""exit_interval"": 1, ""lookback"": 5, ""vol_target"": 0.026739}",-1.259905,0.214767,-1.259905,-42.093434,-42.093434,119.563054,-61.384832,812,35989.668903,0.094722,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,7,57,"{""entry_interval"": 23, ""exit_interval"": 1, ""lookback"": 5, ""vol_target"": 0.022529}",-1.259905,0.214767,-1.259905,-42.093434,-42.093434,119.563054,-61.384832,812,35989.668903,0.094722,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,7,58,"{""entry_interval"": 34, ""exit_interval"": 1, ""lookback"": 6, ""vol_target"": 0.032136}",-2.328518,-0.896324,-2.328518,-57.113935,-57.113935,117.071643,-67.275214,817,30098.775656,0.079218,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,7,59,"{""entry_interval"": 24, ""exit_interval"": 7, ""lookback"": 5, ""vol_target"": 0.033167}",-2.906026,-1.927868,-2.906026,-68.869193,-68.869193,162.095819,-77.279564,636,18596.914181,0.048946,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,7,60,"{""entry_interval"": 33, ""exit_interval"": 1, ""lookback"": 8, ""vol_target"": 0.034329}",-1.905106,-0.470221,-1.905106,-51.828143,-51.828143,117.406704,-63.610491,823,32007.852043,0.084242,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,7,61,"{""entry_interval"": 22, ""exit_interval"": 3, ""lookback"": 7, ""vol_target"": 0.041457}",-2.439054,-0.861627,-2.439054,-59.390971,-59.390971,118.575993,-68.424023,825,31861.42994,0.083857,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,7,62,"{""entry_interval"": 11, ""exit_interval"": 2, ""lookback"": 5, ""vol_target"": 0.03185}",-2.886294,-1.390103,-2.886294,-64.917097,-64.917097,129.205483,-74.460765,755,28662.035586,0.075436,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,7,63,"{""entry_interval"": 21, ""exit_interval"": 1, ""lookback"": 9, ""vol_target"": 0.03082}",-2.016104,-0.612836,-2.016104,-54.373968,-54.373968,119.017017,-64.67463,832,31154.272312,0.081996,1.5,True
Strategy1 / Asymmetric Intervals,NES,USO,commodities,15min,7,64,"{""entry_interval"": 12, ""exit_interval"": 6, ""lookback"": 5, ""vol_target"": 0.029658}",-2.886294,-1.390103,-2.886294,-64.917097,-64.917097,129.205483,-74.460765,755,28662.035586,0.075436,1.5,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,0,1,"{""entry_interval"": 37, ""exit_interval"": 10, ""lookback"": 15, ""vol_target"": 0.011576}",-2.362364,-0.110441,-2.362364,-86.157971,-86.157971,127.862323,-93.656411,1715,60515.518405,0.011122,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,0,2,"{""entry_interval"": 31, ""exit_interval"": 3, ""lookback"": 5, ""vol_target"": 0.009452}",-2.66697,-0.13213,-2.66697,-82.936021,-82.936021,90.780899,-88.400409,2063,64223.934588,0.011804,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,0,3,"{""entry_interval"": 38, ""exit_interval"": 9, ""lookback"": 14, ""vol_target"": 0.01309}",-2.560562,-0.263132,-2.560562,-91.985372,-91.985372,149.209941,-96.785742,1706,54691.740939,0.010052,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,0,4,"{""entry_interval"": 34, ""exit_interval"": 1, ""lookback"": 14, ""vol_target"": 0.029131}",-2.318714,0.723078,-2.318714,-99.593183,-99.593183,272.806201,-99.930696,1901,97714.024984,0.017959,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,0,5,"{""entry_interval"": 23, ""exit_interval"": 1, ""lookback"": 13, ""vol_target"": 0.028424}",-2.349484,0.708739,-2.349484,-99.622782,-99.622782,272.281712,-99.933965,1915,97066.321004,0.01784,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,0,6,"{""entry_interval"": 29, ""exit_interval"": 7, ""lookback"": 23, ""vol_target"": 0.030548}",-2.610172,-0.175005,-2.610172,-99.381449,-99.381449,296.517762,-99.810188,1432,39988.803485,0.00735,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,0,7,"{""entry_interval"": 22, ""exit_interval"": 1, ""lookback"": 14, ""vol_target"": 0.02691}",-2.318714,0.723078,-2.318714,-99.593183,-99.593183,272.806201,-99.930696,1901,97714.024984,0.017959,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,0,8,"{""entry_interval"": 26, ""exit_interval"": 9, ""lookback"": 14, ""vol_target"": 0.010869}",-2.560447,-0.349043,-2.560447,-86.799202,-86.799202,123.90154,-94.001564,1706,53080.227719,0.009756,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,1,9,"{""entry_interval"": 31, ""exit_interval"": 1, ""lookback"": 19, ""vol_target"": 0.04121}",-2.42729,0.347494,-2.42729,-99.705265,-99.705265,281.329968,-99.907073,1882,68584.843105,0.012606,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,1,10,"{""entry_interval"": 34, ""exit_interval"": 1, ""lookback"": 17, ""vol_target"": 0.043394}",-2.656549,0.294908,-2.656549,-99.780139,-99.780139,277.176128,-99.936671,1892,65201.289138,0.011984,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,1,11,"{""entry_interval"": 28, ""exit_interval"": 3, ""lookback"": 16, ""vol_target"": 0.045977}",-2.497677,0.451318,-2.497677,-99.740037,-99.740037,279.008557,-99.935204,1903,74804.836415,0.013749,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,1,12,"{""entry_interval"": 42, ""exit_interval"": 1, ""lookback"": 19, ""vol_target"": 0.05}",-2.42729,0.347494,-2.42729,-99.705265,-99.705265,281.329968,-99.907073,1882,68584.843105,0.012606,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,1,13,"{""entry_interval"": 16, ""exit_interval"": 1, ""lookback"": 16, ""vol_target"": 0.05}",-2.497677,0.451318,-2.497677,-99.740037,-99.740037,279.008557,-99.935204,1903,74804.836415,0.013749,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,1,14,"{""entry_interval"": 13, ""exit_interval"": 2, ""lookback"": 18, ""vol_target"": 0.05}",-2.991322,-0.102757,-2.991322,-99.882209,-99.882209,299.949658,-99.955864,1723,42127.351455,0.007743,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,1,15,"{""entry_interval"": 19, ""exit_interval"": 1, ""lookback"": 19, ""vol_target"": 0.05}",-2.42729,0.347494,-2.42729,-99.705265,-99.705265,281.329968,-99.907073,1882,68584.843105,0.012606,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,1,16,"{""entry_interval"": 10, ""exit_interval"": 3, ""lookback"": 16, ""vol_target"": 0.045359}",-2.945761,-0.198926,-2.945761,-99.952824,-99.952824,252.772068,-99.97274,2480,46049.751436,0.008464,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,2,17,"{""entry_interval"": 60, ""exit_interval"": 7, ""lookback"": 19, ""vol_target"": 0.041015}",-2.125631,0.164158,-2.125631,-99.679702,-99.679702,350.274942,-99.916558,1479,44859.730161,0.008245,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,2,18,"{""entry_interval"": 53, ""exit_interval"": 4, ""lookback"": 21, ""vol_target"": 0.040814}",-2.566782,0.023303,-2.566782,-99.810228,-99.810228,348.334961,-99.945597,1445,40636.677258,0.007469,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,2,19,"{""entry_interval"": 54, ""exit_interval"": 2, ""lookback"": 24, ""vol_target"": 0.05}",-2.71875,0.045029,-2.71875,-99.789391,-99.789391,305.917247,-99.935187,1640,47112.653487,0.008659,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,2,20,"{""entry_interval"": 60, ""exit_interval"": 2, ""lookback"": 22, ""vol_target"": 0.048884}",-2.833086,0.057782,-2.833086,-99.826392,-99.826392,304.695013,-99.946354,1653,47613.615997,0.008751,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,2,21,"{""entry_interval"": 55, ""exit_interval"": 1, ""lookback"": 23, ""vol_target"": 0.05}",-2.656879,0.013822,-2.656879,-99.762317,-99.762317,283.211046,-99.913893,1806,50256.605028,0.009237,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,2,22,"{""entry_interval"": 60, ""exit_interval"": 1, ""lookback"": 22, ""vol_target"": 0.05}",-2.671606,0.11763,-2.671606,-99.796049,-99.796049,288.425551,-99.935307,1807,53222.609522,0.009782,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,2,23,"{""entry_interval"": 60, ""exit_interval"": 1, ""lookback"": 18, ""vol_target"": 0.043078}",-2.634828,0.244239,-2.634828,-99.780632,-99.780632,277.426792,-99.926375,1903,63032.520211,0.011585,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,2,24,"{""entry_interval"": 53, ""exit_interval"": 1, ""lookback"": 21, ""vol_target"": 0.045551}",-2.835454,-0.010645,-2.835454,-99.824289,-99.824289,282.01191,-99.936153,1823,49561.873841,0.009109,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,3,25,"{""entry_interval"": 60, ""exit_interval"": 19, ""lookback"": 17, ""vol_target"": 0.028026}",-1.946995,0.40975,-1.946995,-99.537511,-99.537511,344.212177,-99.906641,1492,55604.997544,0.01022,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,3,26,"{""entry_interval"": 56, ""exit_interval"": 13, ""lookback"": 9, ""vol_target"": 0.025163}",-1.846488,0.52372,-1.846488,-98.017559,-98.017559,272.413768,-99.672539,1545,73984.06591,0.013598,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,3,27,"{""entry_interval"": 53, ""exit_interval"": 20, ""lookback"": 13, ""vol_target"": 0.038578}",-1.698643,0.704482,-1.698643,-99.24248,-99.24248,334.567159,-99.886267,1519,75169.096911,0.013816,4.0,True
Strategy1 / Asymmetric Intervals,NES,BNBUSDT,crypto,15min,3,28,"{""entry_interval"": 60, ""exit_interval"": 18, ""lookback"": 8, ""vol_target"": 0.02505}",-2.043182,0.38909,-2.043182,-98.427477,-98.427477,269.246379,-99.744872,1562,67881.004753,0.012476,4.0,True
