bar_index,strategy,config_source,asset,asset_class,frequency,split,timestamp,gross_equity,net_equity,net_return,drawdown,cost_bps,dataset_note
98,Strategy1 / Asymmetric Intervals,taken_fixed,SPY,equities,5min,full,2026-04-01 15:00:00+00:00,101772.102164,99815.364925,-0.02,-2.037528,1.0,Daily data excluded from curve outputs because these are intraday strategies.
99,Strategy1 / Asymmetric Intervals,taken_fixed,SPY,equities,5min,full,2026-04-01 17:55:00+00:00,101835.940012,99859.226932,0.043943,-1.994481,1.0,Daily data excluded from curve outputs because these are intraday strategies.
100,Strategy1 / Asymmetric Intervals,taken_fixed,SPY,equities,5min,full,2026-04-06 13:30:00+00:00,101835.940012,99839.255087,-0.02,-2.014082,1.0,Daily data excluded from curve outputs because these are intraday strategies.
101,Strategy1 / Asymmetric Intervals,taken_fixed,SPY,equities,5min,full,2026-04-06 13:35:00+00:00,101600.597706,99583.991998,-0.255674,-2.264606,1.0,Daily data excluded from curve outputs because these are intraday strategies.
102,Strategy1 / Asymmetric Intervals,taken_fixed,SPY,equities,5min,full,2026-04-06 14:30:00+00:00,101600.597706,99564.0752,-0.02,-2.284153,1.0,Daily data excluded from curve outputs because these are intraday strategies.
103,Strategy1 / Asymmetric Intervals,taken_fixed,SPY,equities,5min,full,2026-04-06 14:35:00+00:00,101192.320251,99135.966585,-0.429983,-2.704315,1.0,Daily data excluded from curve outputs because these are intraday strategies.
104,Strategy1 / Asymmetric Intervals,taken_fixed,SPY,equities,5min,full,2026-04-07 14:00:00+00:00,101192.320251,99116.139392,-0.02,-2.723774,1.0,Daily data excluded from curve outputs because these are intraday strategies.
105,Strategy1 / Asymmetric Intervals,taken_fixed,SPY,equities,5min,full,2026-04-07 14:20:00+00:00,100890.501369,98794.557646,-0.324449,-3.039386,1.0,Daily data excluded from curve outputs because these are intraday strategies.
106,Strategy1 / Asymmetric Intervals,taken_fixed,SPY,equities,5min,full,2026-04-07 15:00:00+00:00,100890.501369,98774.798735,-0.02,-3.058778,1.0,Daily data excluded from curve outputs because these are intraday strategies.
107,Strategy1 / Asymmetric Intervals,taken_fixed,SPY,equities,5min,full,2026-04-07 16:00:00+00:00,99810.693459,97675.451827,-1.112983,-4.137718,1.0,Daily data excluded from curve outputs because these are intraday strategies.
108,Strategy1 / Asymmetric Intervals,taken_fixed,SPY,equities,5min,full,2026-04-09 16:00:00+00:00,99810.693459,97655.916736,-0.02,-4.15689,1.0,Daily data excluded from curve outputs because these are intraday strategies.
109,Strategy1 / Asymmetric Intervals,taken_fixed,SPY,equities,5min,full,2026-04-09 16:45:00+00:00,99569.172757,97394.913155,-0.267269,-4.413049,1.0,Daily data excluded from curve outputs because these are intraday strategies.
110,Strategy1 / Asymmetric Intervals,taken_fixed,SPY,equities,5min,full,2026-04-09 17:00:00+00:00,99569.172757,97375.434172,-0.02,-4.432166,1.0,Daily data excluded from curve outputs because these are intraday strategies.
111,Strategy1 / Asymmetric Intervals,taken_fixed,SPY,equities,5min,full,2026-04-09 18:00:00+00:00,99274.234809,97061.080125,-0.322827,-4.740685,1.0,Daily data excluded from curve outputs because these are intraday strategies.
112,Strategy1 / Asymmetric Intervals,taken_fixed,SPY,equities,5min,full,2026-04-13 19:30:00+00:00,99274.234809,97041.667909,-0.02,-4.759737,1.0,Daily data excluded from curve outputs because these are intraday strategies.
113,Strategy1 / Asymmetric Intervals,taken_fixed,SPY,equities,5min,full,2026-04-13 19:45:00+00:00,99265.732631,97013.759097,-0.02876,-4.787127,1.0,Daily data excluded from curve outputs because these are intraday strategies.
114,Strategy1 / Asymmetric Intervals,taken_fixed,SPY,equities,5min,full,2026-04-14 14:30:00+00:00,99265.732631,96994.356345,-0.02,-4.80617,1.0,Daily data excluded from curve outputs because these are intraday strategies.
115,Strategy1 / Asymmetric Intervals,taken_fixed,SPY,equities,5min,full,2026-04-15 13:30:00+00:00,100634.569214,98343.52029,1.390972,-3.482051,1.0,Daily data excluded from curve outputs because these are intraday strategies.
116,Strategy1 / Asymmetric Intervals,taken_fixed,SPY,equities,5min,full,2026-04-17 13:30:00+00:00,100634.569214,98323.851586,-0.02,-3.501354,1.0,Daily data excluded from curve outputs because these are intraday strategies.
117,Strategy1 / Asymmetric Intervals,taken_fixed,SPY,equities,5min,full,2026-04-17 13:35:00+00:00,100665.365583,98334.977026,0.011315,-3.490435,1.0,Daily data excluded from curve outputs because these are intraday strategies.
118,Strategy1 / Asymmetric Intervals,taken_fixed,SPY,equities,5min,full,2026-04-17 14:00:00+00:00,100665.365583,98315.31003,-0.02,-3.509737,1.0,Daily data excluded from curve outputs because these are intraday strategies.
119,Strategy1 / Asymmetric Intervals,taken_fixed,SPY,equities,5min,full,2026-04-17 17:20:00+00:00,100858.154976,98488.397803,0.176054,-3.339863,1.0,Daily data excluded from curve outputs because these are intraday strategies.
120,Strategy1 / Asymmetric Intervals,taken_fixed,SPY,equities,5min,full,2026-04-24 16:00:00+00:00,100858.154976,98468.700123,-0.02,-3.359195,1.0,Daily data excluded from curve outputs because these are intraday strategies.
121,Strategy1 / Asymmetric Intervals,taken_fixed,SPY,equities,5min,full,2026-04-24 16:15:00+00:00,100703.675001,98294.557304,-0.176851,-3.530105,1.0,Daily data excluded from curve outputs because these are intraday strategies.
122,Strategy1 / Asymmetric Intervals,taken_fixed,SPY,equities,5min,full,2026-04-24 16:30:00+00:00,100703.675001,98274.898393,-0.02,-3.549399,1.0,Daily data excluded from curve outputs because these are intraday strategies.
123,Strategy1 / Asymmetric Intervals,taken_fixed,SPY,equities,5min,full,2026-04-24 16:40:00+00:00,100539.807066,98091.408252,-0.186711,-3.729483,1.0,Daily data excluded from curve outputs because these are intraday strategies.
124,Strategy1 / Asymmetric Intervals,taken_fixed,SPY,equities,5min,full,2026-04-24 17:00:00+00:00,100539.807066,98071.78997,-0.02,-3.748737,1.0,Daily data excluded from curve outputs because these are intraday strategies.
125,Strategy1 / Asymmetric Intervals,taken_fixed,SPY,equities,5min,full,2026-04-24 17:05:00+00:00,100476.574964,97988.956157,-0.084462,-3.830033,1.0,Daily data excluded from curve outputs because these are intraday strategies.
126,Strategy1 / Asymmetric Intervals,taken_fixed,SPY,equities,5min,full,2026-04-24 18:00:00+00:00,100476.574964,97969.358366,-0.02,-3.849267,1.0,Daily data excluded from curve outputs because these are intraday strategies.
127,Strategy1 / Asymmetric Intervals,taken_fixed,SPY,equities,5min,full,2026-04-24 18:15:00+00:00,100376.356043,97849.565617,-0.122276,-3.966836,1.0,Daily data excluded from curve outputs because these are intraday strategies.
128,Strategy1 / Asymmetric Intervals,taken_fixed,SPY,equities,5min,full,2026-04-24 18:30:00+00:00,100376.356043,97829.995704,-0.02,-3.986043,1.0,Daily data excluded from curve outputs because these are intraday strategies.
129,Strategy1 / Asymmetric Intervals,taken_fixed,SPY,equities,5min,full,2026-04-24 18:40:00+00:00,100354.427584,97788.505631,-0.04241,-4.026763,1.0,Daily data excluded from curve outputs because these are intraday strategies.
130,Strategy1 / Asymmetric Intervals,taken_fixed,SPY,equities,5min,full,2026-04-28 15:30:00+00:00,100354.427584,97768.94793,-0.02,-4.045957,1.0,Daily data excluded from curve outputs because these are intraday strategies.
131,Strategy1 / Asymmetric Intervals,taken_fixed,SPY,equities,5min,full,2026-04-28 15:35:00+00:00,100299.319063,97694.296641,-0.076355,-4.119223,1.0,Daily data excluded from curve outputs because these are intraday strategies.
132,Strategy1 / Asymmetric Intervals,taken_fixed,SPY,equities,5min,full,2026-04-29 13:30:00+00:00,100299.319063,97674.757782,-0.02,-4.138399,1.0,Daily data excluded from curve outputs because these are intraday strategies.
133,Strategy1 / Asymmetric Intervals,taken_fixed,SPY,equities,5min,full,2026-04-29 13:35:00+00:00,100183.786052,97539.712926,-0.13826,-4.270937,1.0,Daily data excluded from curve outputs because these are intraday strategies.
134,Strategy1 / Asymmetric Intervals,taken_fixed,SPY,equities,5min,full,2026-04-30 18:00:00+00:00,100183.786052,97520.204983,-0.02,-4.290083,1.0,Daily data excluded from curve outputs because these are intraday strategies.
135,Strategy1 / Asymmetric Intervals,taken_fixed,SPY,equities,5min,full,2026-05-01 14:35:00+00:00,101561.428731,98878.068093,1.392392,-2.957426,1.0,Daily data excluded from curve outputs because these are intraday strategies.
136,Strategy1 / Asymmetric Intervals,taken_fixed,SPY,equities,5min,full,2026-05-01 15:30:00+00:00,101561.428731,98858.292479,-0.02,-2.976834,1.0,Daily data excluded from curve outputs because these are intraday strategies.
137,Strategy1 / Asymmetric Intervals,taken_fixed,SPY,equities,5min,full,2026-05-01 16:05:00+00:00,101364.594654,98641.726111,-0.219067,-3.189381,1.0,Daily data excluded from curve outputs because these are intraday strategies.
0,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-02-12 14:30:00+00:00,100000.0,99980.0,-0.02,0.0,1.0,Daily data excluded from curve outputs because these are intraday strategies.
1,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-02-12 15:00:00+00:00,99341.080361,99301.216145,-0.67892,-0.67892,1.0,Daily data excluded from curve outputs because these are intraday strategies.
2,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-02-12 16:00:00+00:00,99341.080361,99281.355902,-0.02,-0.698784,1.0,Daily data excluded from curve outputs because these are intraday strategies.
3,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-02-13 14:30:00+00:00,101343.617164,101263.635926,1.996629,0.0,1.0,Daily data excluded from curve outputs because these are intraday strategies.
4,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-02-17 15:00:00+00:00,101343.617164,101243.383199,-0.02,-0.02,1.0,Daily data excluded from curve outputs because these are intraday strategies.
5,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-02-17 16:00:00+00:00,100928.08982,100807.690284,-0.430342,-0.450256,1.0,Daily data excluded from curve outputs because these are intraday strategies.
6,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-02-18 15:00:00+00:00,100928.08982,100787.528746,-0.02,-0.470166,1.0,Daily data excluded from curve outputs because these are intraday strategies.
7,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-02-18 17:00:00+00:00,101095.196566,100934.444564,0.145768,-0.325083,1.0,Daily data excluded from curve outputs because these are intraday strategies.
8,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-02-18 18:00:00+00:00,101095.196566,100914.257675,-0.02,-0.345018,1.0,Daily data excluded from curve outputs because these are intraday strategies.
9,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-02-18 18:30:00+00:00,100799.263106,100598.200551,-0.313194,-0.657132,1.0,Daily data excluded from curve outputs because these are intraday strategies.
10,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-02-20 15:00:00+00:00,100799.263106,100578.080911,-0.02,-0.677,1.0,Daily data excluded from curve outputs because these are intraday strategies.
11,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-02-20 15:30:00+00:00,100542.710557,100301.464056,-0.275027,-0.950165,1.0,Daily data excluded from curve outputs because these are intraday strategies.
12,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-02-20 16:00:00+00:00,100542.710557,100281.403763,-0.02,-0.969975,1.0,Daily data excluded from curve outputs because these are intraday strategies.
13,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-02-20 16:30:00+00:00,100073.994477,99792.725146,-0.487307,-1.452556,1.0,Daily data excluded from curve outputs because these are intraday strategies.
14,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-02-20 19:00:00+00:00,100073.994477,99772.766601,-0.02,-1.472265,1.0,Daily data excluded from curve outputs because these are intraday strategies.
15,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-02-23 14:30:00+00:00,100050.853696,99729.675895,-0.043189,-1.514818,1.0,Daily data excluded from curve outputs because these are intraday strategies.
16,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-02-23 15:00:00+00:00,100050.853696,99709.729959,-0.02,-1.534515,1.0,Daily data excluded from curve outputs because these are intraday strategies.
17,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-02-23 18:30:00+00:00,100510.64552,100149.487879,0.441038,-1.100245,1.0,Daily data excluded from curve outputs because these are intraday strategies.
18,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-02-23 19:00:00+00:00,100510.64552,100129.457982,-0.02,-1.120025,1.0,Daily data excluded from curve outputs because these are intraday strategies.
19,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-02-24 15:00:00+00:00,100252.173476,99851.01174,-0.278086,-1.394997,1.0,Daily data excluded from curve outputs because these are intraday strategies.
20,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-02-24 15:30:00+00:00,100252.173476,99831.041538,-0.02,-1.414718,1.0,Daily data excluded from curve outputs because these are intraday strategies.
21,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-02-24 16:00:00+00:00,100226.189402,99785.096453,-0.046023,-1.460089,1.0,Daily data excluded from curve outputs because these are intraday strategies.
22,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-02-24 17:30:00+00:00,100226.189402,99765.139433,-0.02,-1.479797,1.0,Daily data excluded from curve outputs because these are intraday strategies.
23,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-02-25 14:30:00+00:00,101213.014929,100731.814567,0.968951,-0.525185,1.0,Daily data excluded from curve outputs because these are intraday strategies.
24,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-02-26 15:00:00+00:00,101213.014929,100711.668204,-0.02,-0.54508,1.0,Daily data excluded from curve outputs because these are intraday strategies.
25,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-02-26 16:30:00+00:00,101741.186272,101219.591579,0.504334,-0.043495,1.0,Daily data excluded from curve outputs because these are intraday strategies.
26,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-02-26 17:00:00+00:00,101741.186272,101199.347661,-0.02,-0.063486,1.0,Daily data excluded from curve outputs because these are intraday strategies.
27,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-02-26 19:00:00+00:00,101346.133258,100784.133788,-0.410293,-0.473519,1.0,Daily data excluded from curve outputs because these are intraday strategies.
28,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-03-03 15:00:00+00:00,101346.133258,100763.976961,-0.02,-0.493424,1.0,Daily data excluded from curve outputs because these are intraday strategies.
29,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-03-03 16:00:00+00:00,100962.364494,100360.132155,-0.400783,-0.892229,1.0,Daily data excluded from curve outputs because these are intraday strategies.
30,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-03-04 14:30:00+00:00,100962.364494,100340.060129,-0.02,-0.912051,1.0,Daily data excluded from curve outputs because these are intraday strategies.
31,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-03-04 15:00:00+00:00,100603.805806,99961.505141,-0.377272,-1.285882,1.0,Daily data excluded from curve outputs because these are intraday strategies.
32,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-03-04 15:30:00+00:00,100603.805806,99941.51284,-0.02,-1.305625,1.0,Daily data excluded from curve outputs because these are intraday strategies.
33,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-03-04 17:30:00+00:00,100627.142191,99944.856255,0.003345,-1.302323,1.0,Daily data excluded from curve outputs because these are intraday strategies.
34,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-03-04 18:30:00+00:00,100627.142191,99924.867284,-0.02,-1.322063,1.0,Daily data excluded from curve outputs because these are intraday strategies.
35,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-03-05 14:30:00+00:00,99980.736463,99258.605864,-0.666762,-1.98001,1.0,Daily data excluded from curve outputs because these are intraday strategies.
36,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-03-05 17:30:00+00:00,99980.736463,99238.754142,-0.02,-1.999614,1.0,Daily data excluded from curve outputs because these are intraday strategies.
37,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-03-05 20:00:00+00:00,99799.044558,99037.250825,-0.203049,-2.198603,1.0,Daily data excluded from curve outputs because these are intraday strategies.
38,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-03-09 19:30:00+00:00,99799.044558,99017.443374,-0.02,-2.218163,1.0,Daily data excluded from curve outputs because these are intraday strategies.
39,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-03-10 13:30:00+00:00,99556.775377,98755.419159,-0.264624,-2.476918,1.0,Daily data excluded from curve outputs because these are intraday strategies.
40,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-03-12 14:30:00+00:00,99556.775377,98735.668075,-0.02,-2.496422,1.0,Daily data excluded from curve outputs because these are intraday strategies.
41,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-03-12 15:00:00+00:00,99512.425794,98671.580228,-0.064909,-2.55971,1.0,Daily data excluded from curve outputs because these are intraday strategies.
42,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-03-12 15:30:00+00:00,99512.425794,98651.845912,-0.02,-2.579198,1.0,Daily data excluded from curve outputs because these are intraday strategies.
43,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-03-12 16:00:00+00:00,98877.260631,97997.077413,-0.663716,-3.225796,1.0,Daily data excluded from curve outputs because these are intraday strategies.
44,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-03-16 14:00:00+00:00,98877.260631,97977.477998,-0.02,-3.245151,1.0,Daily data excluded from curve outputs because these are intraday strategies.
45,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-03-16 14:30:00+00:00,98513.310636,97594.005297,-0.391389,-3.623839,1.0,Daily data excluded from curve outputs because these are intraday strategies.
46,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-03-17 13:30:00+00:00,98513.310636,97574.486496,-0.02,-3.643114,1.0,Daily data excluded from curve outputs because these are intraday strategies.
47,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-03-17 14:00:00+00:00,98440.865811,97482.541262,-0.094231,-3.733912,1.0,Daily data excluded from curve outputs because these are intraday strategies.
48,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-03-18 18:30:00+00:00,98440.865811,97463.044754,-0.02,-3.753165,1.0,Daily data excluded from curve outputs because these are intraday strategies.
49,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-03-19 13:30:00+00:00,100929.273539,99931.462192,2.53267,-1.31555,1.0,Daily data excluded from curve outputs because these are intraday strategies.
50,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-03-20 13:30:00+00:00,100929.273539,99911.4759,-0.02,-1.335287,1.0,Daily data excluded from curve outputs because these are intraday strategies.
51,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-03-20 16:00:00+00:00,101347.668146,100309.804532,0.398682,-0.941929,1.0,Daily data excluded from curve outputs because these are intraday strategies.
52,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-03-20 16:30:00+00:00,101347.668146,100289.742572,-0.02,-0.96174,1.0,Daily data excluded from curve outputs because these are intraday strategies.
53,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-03-20 17:00:00+00:00,101187.854169,100109.902609,-0.17932,-1.139336,1.0,Daily data excluded from curve outputs because these are intraday strategies.
54,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-03-20 17:30:00+00:00,101187.854169,100089.880628,-0.02,-1.159108,1.0,Daily data excluded from curve outputs because these are intraday strategies.
55,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-03-23 13:30:00+00:00,99565.488485,98447.821441,-1.640585,-2.780677,1.0,Daily data excluded from curve outputs because these are intraday strategies.
56,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-03-23 14:30:00+00:00,99565.488485,98428.131877,-0.02,-2.800121,1.0,Daily data excluded from curve outputs because these are intraday strategies.
57,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-03-23 16:00:00+00:00,98225.296954,97068.522758,-1.381322,-4.142764,1.0,Daily data excluded from curve outputs because these are intraday strategies.
58,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-03-25 13:30:00+00:00,98225.296954,97049.109053,-0.02,-4.161935,1.0,Daily data excluded from curve outputs because these are intraday strategies.
59,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-03-25 14:00:00+00:00,97437.119546,96241.679459,-0.83198,-4.959289,1.0,Daily data excluded from curve outputs because these are intraday strategies.
60,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-03-26 16:30:00+00:00,97437.119546,96222.431123,-0.02,-4.978297,1.0,Daily data excluded from curve outputs because these are intraday strategies.
61,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-03-27 15:00:00+00:00,100006.462121,98772.015344,2.649678,-2.460528,1.0,Daily data excluded from curve outputs because these are intraday strategies.
62,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-03-27 16:00:00+00:00,100006.462121,98752.260941,-0.02,-2.480036,1.0,Daily data excluded from curve outputs because these are intraday strategies.
63,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-03-30 13:30:00+00:00,100355.193458,99081.172079,0.333067,-2.15523,1.0,Daily data excluded from curve outputs because these are intraday strategies.
64,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-03-30 19:30:00+00:00,100355.193458,99061.355845,-0.02,-2.174799,1.0,Daily data excluded from curve outputs because these are intraday strategies.
65,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-03-31 13:30:00+00:00,97119.519221,95806.516471,-3.28568,-5.389022,1.0,Daily data excluded from curve outputs because these are intraday strategies.
66,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-03-31 14:00:00+00:00,97119.519221,95787.355168,-0.02,-5.407944,1.0,Daily data excluded from curve outputs because these are intraday strategies.
67,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-03-31 15:00:00+00:00,96400.783276,95049.605499,-0.770195,-6.136488,1.0,Daily data excluded from curve outputs because these are intraday strategies.
68,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-03-31 16:30:00+00:00,96400.783276,95030.595578,-0.02,-6.15526,1.0,Daily data excluded from curve outputs because these are intraday strategies.
69,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-04-01 14:00:00+00:00,100157.834957,98767.88973,3.932727,-2.464603,1.0,Daily data excluded from curve outputs because these are intraday strategies.
70,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-04-01 15:00:00+00:00,100157.834957,98748.136152,-0.02,-2.48411,1.0,Daily data excluded from curve outputs because these are intraday strategies.
71,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-04-01 18:00:00+00:00,99971.343256,98541.932121,-0.208818,-2.687741,1.0,Daily data excluded from curve outputs because these are intraday strategies.
72,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-04-06 13:30:00+00:00,99971.343256,98522.223735,-0.02,-2.707203,1.0,Daily data excluded from curve outputs because these are intraday strategies.
73,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-04-06 14:00:00+00:00,99692.581076,98223.812862,-0.302887,-3.00189,1.0,Daily data excluded from curve outputs because these are intraday strategies.
74,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-04-06 14:30:00+00:00,99692.581076,98204.1681,-0.02,-3.02129,1.0,Daily data excluded from curve outputs because these are intraday strategies.
75,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-04-06 15:00:00+00:00,99421.127972,97913.128454,-0.296362,-3.308698,1.0,Daily data excluded from curve outputs because these are intraday strategies.
76,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-04-07 14:00:00+00:00,99421.127972,97893.545828,-0.02,-3.328036,1.0,Daily data excluded from curve outputs because these are intraday strategies.
77,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-04-07 14:30:00+00:00,99081.084271,97533.991426,-0.367291,-3.683103,1.0,Daily data excluded from curve outputs because these are intraday strategies.
78,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-04-07 15:00:00+00:00,99081.084271,97514.484628,-0.02,-3.702367,1.0,Daily data excluded from curve outputs because these are intraday strategies.
79,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-04-07 16:00:00+00:00,98015.054138,96429.164804,-1.112983,-4.774143,1.0,Daily data excluded from curve outputs because these are intraday strategies.
80,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-04-09 16:00:00+00:00,98015.054138,96409.878971,-0.02,-4.793189,1.0,Daily data excluded from curve outputs because these are intraday strategies.
81,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-04-09 18:00:00+00:00,97762.682948,96138.276279,-0.281717,-5.061402,1.0,Daily data excluded from curve outputs because these are intraday strategies.
82,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-04-13 19:30:00+00:00,97762.682948,96119.048624,-0.02,-5.08039,1.0,Daily data excluded from curve outputs because these are intraday strategies.
83,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-04-14 13:30:00+00:00,98993.502762,97330.398464,1.26026,-3.884156,1.0,Daily data excluded from curve outputs because these are intraday strategies.
84,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-04-14 14:30:00+00:00,98993.502762,97310.932385,-0.02,-3.903379,1.0,Daily data excluded from curve outputs because these are intraday strategies.
85,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-04-15 13:30:00+00:00,100366.807036,98664.499812,1.390972,-2.566702,1.0,Daily data excluded from curve outputs because these are intraday strategies.
86,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-04-17 13:30:00+00:00,100366.807036,98644.766912,-0.02,-2.586189,1.0,Daily data excluded from curve outputs because these are intraday strategies.
87,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-04-17 17:30:00+00:00,101165.118484,99423.189744,0.789117,-1.81748,1.0,Daily data excluded from curve outputs because these are intraday strategies.
88,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-04-24 16:00:00+00:00,101165.118484,99403.305106,-0.02,-1.837116,1.0,Daily data excluded from curve outputs because these are intraday strategies.
89,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-04-24 17:30:00+00:00,100950.662705,99169.011557,-0.2357,-2.068486,1.0,Daily data excluded from curve outputs because these are intraday strategies.
90,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-04-24 18:00:00+00:00,100950.662705,99149.177755,-0.02,-2.088073,1.0,Daily data excluded from curve outputs because these are intraday strategies.
91,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-04-24 19:00:00+00:00,100990.961664,99169.638818,0.020637,-2.067867,1.0,Daily data excluded from curve outputs because these are intraday strategies.
92,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-04-28 15:30:00+00:00,100990.961664,99149.804891,-0.02,-2.087453,1.0,Daily data excluded from curve outputs because these are intraday strategies.
