bar_index,strategy,config_source,asset,asset_class,frequency,split,timestamp,gross_equity,net_equity,net_return,drawdown,cost_bps,dataset_note
93,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-04-28 16:00:00+00:00,100859.660809,98998.700335,-0.1524,-2.236672,1.0,Daily data excluded from curve outputs because these are intraday strategies.
94,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-04-29 13:30:00+00:00,100859.660809,98978.900595,-0.02,-2.256225,1.0,Daily data excluded from curve outputs because these are intraday strategies.
95,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-04-29 14:00:00+00:00,100696.578469,98796.055091,-0.184732,-2.436789,1.0,Daily data excluded from curve outputs because these are intraday strategies.
96,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-04-30 18:00:00+00:00,100696.578469,98776.29588,-0.02,-2.456301,1.0,Daily data excluded from curve outputs because these are intraday strategies.
97,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-05-01 15:00:00+00:00,101948.858895,100008.570591,1.247541,-1.239404,1.0,Daily data excluded from curve outputs because these are intraday strategies.
98,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-05-01 15:30:00+00:00,101948.858895,99988.568877,-0.02,-1.259156,1.0,Daily data excluded from curve outputs because these are intraday strategies.
99,Strategy2 / EMA Filter,taken_fixed,SPY,equities,5min,full,2026-05-01 16:30:00+00:00,101608.776531,99628.556816,-0.360053,-1.614675,1.0,Daily data excluded from curve outputs because these are intraday strategies.
0,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-02-12 14:30:00+00:00,100000.0,99980.0,-0.02,0.0,1.0,Daily data excluded from curve outputs because these are intraday strategies.
1,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-02-12 14:50:00+00:00,99651.836838,99611.910471,-0.368163,-0.368163,1.0,Daily data excluded from curve outputs because these are intraday strategies.
2,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-02-12 16:00:00+00:00,99651.836838,99591.988089,-0.02,-0.38809,1.0,Daily data excluded from curve outputs because these are intraday strategies.
3,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-02-13 14:55:00+00:00,102028.249757,101948.007328,2.365671,0.0,1.0,Daily data excluded from curve outputs because these are intraday strategies.
4,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-02-17 15:00:00+00:00,102028.249757,101927.617726,-0.02,-0.02,1.0,Daily data excluded from curve outputs because these are intraday strategies.
5,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-02-17 16:00:00+00:00,101609.914149,101488.980261,-0.430342,-0.450256,1.0,Daily data excluded from curve outputs because these are intraday strategies.
6,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-02-18 15:00:00+00:00,101609.914149,101468.682465,-0.02,-0.470166,1.0,Daily data excluded from curve outputs because these are intraday strategies.
7,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-02-18 18:35:00+00:00,101627.622265,101466.093303,-0.002552,-0.472706,1.0,Daily data excluded from curve outputs because these are intraday strategies.
8,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-02-20 15:00:00+00:00,101627.622265,101445.800084,-0.02,-0.492611,1.0,Daily data excluded from curve outputs because these are intraday strategies.
9,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-02-20 16:30:00+00:00,101738.058377,101535.92495,0.08884,-0.404208,1.0,Daily data excluded from curve outputs because these are intraday strategies.
10,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-02-20 19:00:00+00:00,101738.058377,101515.617765,-0.02,-0.424128,1.0,Daily data excluded from curve outputs because these are intraday strategies.
11,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-02-23 14:45:00+00:00,100981.275062,100738.682682,-0.765336,-1.186217,1.0,Daily data excluded from curve outputs because these are intraday strategies.
12,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-02-23 15:00:00+00:00,100981.275062,100718.534946,-0.02,-1.20598,1.0,Daily data excluded from curve outputs because these are intraday strategies.
13,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-02-24 14:50:00+00:00,101322.265425,101039.313404,0.31849,-0.891331,1.0,Daily data excluded from curve outputs because these are intraday strategies.
14,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-02-24 15:30:00+00:00,101322.265425,101019.105541,-0.02,-0.911152,1.0,Daily data excluded from curve outputs because these are intraday strategies.
15,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-02-24 16:05:00+00:00,101325.212863,101001.848569,-0.017083,-0.92808,1.0,Daily data excluded from curve outputs because these are intraday strategies.
16,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-02-24 17:30:00+00:00,101325.212863,100981.648199,-0.02,-0.947894,1.0,Daily data excluded from curve outputs because these are intraday strategies.
17,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-02-25 15:05:00+00:00,102253.546716,101889.600055,0.899126,-0.057291,1.0,Daily data excluded from curve outputs because these are intraday strategies.
18,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-02-26 14:30:00+00:00,102253.546716,101869.222135,-0.02,-0.07728,1.0,Daily data excluded from curve outputs because these are intraday strategies.
19,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-02-26 19:15:00+00:00,103221.835264,102816.943182,0.930331,0.0,1.0,Daily data excluded from curve outputs because these are intraday strategies.
20,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-03 15:00:00+00:00,103221.835264,102796.379793,-0.02,-0.02,1.0,Daily data excluded from curve outputs because these are intraday strategies.
21,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-03 16:10:00+00:00,102350.123966,101904.283561,-0.867828,-0.887655,1.0,Daily data excluded from curve outputs because these are intraday strategies.
22,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-04 14:30:00+00:00,102350.123966,101883.902705,-0.02,-0.907477,1.0,Daily data excluded from curve outputs because these are intraday strategies.
23,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-04 14:50:00+00:00,101953.207346,101466.688687,-0.409499,-1.313261,1.0,Daily data excluded from curve outputs because these are intraday strategies.
24,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-04 15:30:00+00:00,101953.207346,101446.395349,-0.02,-1.332998,1.0,Daily data excluded from curve outputs because these are intraday strategies.
25,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-04 15:50:00+00:00,101839.231382,101312.152902,-0.132328,-1.463563,1.0,Daily data excluded from curve outputs because these are intraday strategies.
26,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-04 16:00:00+00:00,101839.231382,101291.890471,-0.02,-1.48327,1.0,Daily data excluded from curve outputs because these are intraday strategies.
27,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-05 14:45:00+00:00,100826.957165,100259.56033,-1.019164,-2.487317,1.0,Daily data excluded from curve outputs because these are intraday strategies.
28,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-05 17:30:00+00:00,100826.957165,100239.508418,-0.02,-2.506819,1.0,Daily data excluded from curve outputs because these are intraday strategies.
29,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-05 20:15:00+00:00,100300.12238,99692.731099,-0.545471,-3.038616,1.0,Daily data excluded from curve outputs because these are intraday strategies.
30,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-09 19:30:00+00:00,100300.12238,99672.792553,-0.02,-3.058008,1.0,Daily data excluded from curve outputs because these are intraday strategies.
31,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-10 13:45:00+00:00,99968.083982,99320.886003,-0.353062,-3.400273,1.0,Daily data excluded from curve outputs because these are intraday strategies.
32,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-12 14:30:00+00:00,99968.083982,99301.021826,-0.02,-3.419593,1.0,Daily data excluded from curve outputs because these are intraday strategies.
33,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-12 14:55:00+00:00,99819.429757,99132.537128,-0.169671,-3.583462,1.0,Daily data excluded from curve outputs because these are intraday strategies.
34,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-12 15:30:00+00:00,99819.429757,99112.710621,-0.02,-3.602745,1.0,Daily data excluded from curve outputs because these are intraday strategies.
35,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-12 15:50:00+00:00,99322.289351,98595.847101,-0.521491,-4.105448,1.0,Daily data excluded from curve outputs because these are intraday strategies.
36,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-16 14:00:00+00:00,99322.289351,98576.127931,-0.02,-4.124627,1.0,Daily data excluded from curve outputs because these are intraday strategies.
37,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-16 14:40:00+00:00,98704.633675,97938.880561,-0.646452,-4.744415,1.0,Daily data excluded from curve outputs because these are intraday strategies.
38,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-17 13:30:00+00:00,98704.633675,97919.292785,-0.02,-4.763466,1.0,Daily data excluded from curve outputs because these are intraday strategies.
39,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-17 14:05:00+00:00,98655.202081,97850.287218,-0.070472,-4.830581,1.0,Daily data excluded from curve outputs because these are intraday strategies.
40,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-18 18:30:00+00:00,98655.202081,97830.717161,-0.02,-4.849615,1.0,Daily data excluded from curve outputs because these are intraday strategies.
41,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-19 13:45:00+00:00,100635.625235,99791.178087,2.003932,-2.942866,1.0,Daily data excluded from curve outputs because these are intraday strategies.
42,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-20 13:30:00+00:00,100635.625235,99771.219851,-0.02,-2.962278,1.0,Daily data excluded from curve outputs because these are intraday strategies.
43,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-20 16:15:00+00:00,101019.445684,100135.009293,0.364624,-2.608455,1.0,Daily data excluded from curve outputs because these are intraday strategies.
44,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-20 16:30:00+00:00,101019.445684,100114.982291,-0.02,-2.627933,1.0,Daily data excluded from curve outputs because these are intraday strategies.
45,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-23 13:45:00+00:00,99052.715206,98128.622162,-1.984079,-4.559872,1.0,Daily data excluded from curve outputs because these are intraday strategies.
46,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-23 14:30:00+00:00,99052.715206,98108.996437,-0.02,-4.57896,1.0,Daily data excluded from curve outputs because these are intraday strategies.
47,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-23 15:50:00+00:00,97963.263488,97000.14081,-1.130228,-5.657436,1.0,Daily data excluded from curve outputs because these are intraday strategies.
48,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-25 13:30:00+00:00,97963.263488,96980.740782,-0.02,-5.676304,1.0,Daily data excluded from curve outputs because these are intraday strategies.
49,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-25 13:55:00+00:00,97025.327509,96023.596242,-0.986943,-6.607225,1.0,Daily data excluded from curve outputs because these are intraday strategies.
50,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-26 16:30:00+00:00,97025.327509,96004.391523,-0.02,-6.625904,1.0,Daily data excluded from curve outputs because these are intraday strategies.
51,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-27 15:35:00+00:00,99464.651219,98424.026491,2.520338,-4.272561,1.0,Daily data excluded from curve outputs because these are intraday strategies.
52,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-27 16:00:00+00:00,99464.651219,98404.341685,-0.02,-4.291707,1.0,Daily data excluded from curve outputs because these are intraday strategies.
53,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-30 13:45:00+00:00,100659.381805,99579.152456,1.193861,-3.149083,1.0,Daily data excluded from curve outputs because these are intraday strategies.
54,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-30 19:30:00+00:00,100659.381805,99559.236626,-0.02,-3.168453,1.0,Daily data excluded from curve outputs because these are intraday strategies.
55,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-30 19:55:00+00:00,99852.72573,98732.830035,-0.830065,-3.972218,1.0,Daily data excluded from curve outputs because these are intraday strategies.
56,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-31 14:00:00+00:00,99852.72573,98713.083469,-0.02,-3.991424,1.0,Daily data excluded from curve outputs because these are intraday strategies.
57,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-31 14:55:00+00:00,98715.580704,97556.423255,-1.17174,-5.116394,1.0,Daily data excluded from curve outputs because these are intraday strategies.
58,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-31 16:30:00+00:00,98715.580704,97536.91197,-0.02,-5.135371,1.0,Daily data excluded from curve outputs because these are intraday strategies.
59,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-01 13:55:00+00:00,102462.311955,101263.386493,3.820579,-1.510993,1.0,Daily data excluded from curve outputs because these are intraday strategies.
60,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-01 15:00:00+00:00,102462.311955,101243.133816,-0.02,-1.530691,1.0,Daily data excluded from curve outputs because these are intraday strategies.
61,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-01 18:10:00+00:00,102254.148814,101014.76368,-0.225566,-1.752804,1.0,Daily data excluded from curve outputs because these are intraday strategies.
62,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-06 13:30:00+00:00,102254.148814,100994.560728,-0.02,-1.772453,1.0,Daily data excluded from curve outputs because these are intraday strategies.
63,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-06 13:50:00+00:00,102317.144117,101037.344519,0.042362,-1.730842,1.0,Daily data excluded from curve outputs because these are intraday strategies.
64,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-06 14:30:00+00:00,102317.144117,101017.13705,-0.02,-1.750496,1.0,Daily data excluded from curve outputs because these are intraday strategies.
65,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-06 14:50:00+00:00,101970.421189,100650.280039,-0.363163,-2.107302,1.0,Daily data excluded from curve outputs because these are intraday strategies.
66,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-07 14:00:00+00:00,101970.421189,100630.149983,-0.02,-2.12688,1.0,Daily data excluded from curve outputs because these are intraday strategies.
67,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-07 14:35:00+00:00,101704.029665,100343.685708,-0.28467,-2.405496,1.0,Daily data excluded from curve outputs because these are intraday strategies.
68,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-07 15:00:00+00:00,101704.029665,100323.616971,-0.02,-2.425015,1.0,Daily data excluded from curve outputs because these are intraday strategies.
69,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-07 16:15:00+00:00,100684.241046,99283.967586,-1.036296,-3.43618,1.0,Daily data excluded from curve outputs because these are intraday strategies.
70,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-09 16:00:00+00:00,100684.241046,99264.110792,-0.02,-3.455493,1.0,Daily data excluded from curve outputs because these are intraday strategies.
71,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-09 18:15:00+00:00,100482.792579,99042.849793,-0.222901,-3.670692,1.0,Daily data excluded from curve outputs because these are intraday strategies.
72,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-13 19:30:00+00:00,100482.792579,99023.041223,-0.02,-3.689958,1.0,Daily data excluded from curve outputs because these are intraday strategies.
73,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-15 13:45:00+00:00,103644.131565,102163.943334,3.17189,-0.635109,1.0,Daily data excluded from curve outputs because these are intraday strategies.
74,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-17 13:30:00+00:00,103644.131565,102143.510545,-0.02,-0.654982,1.0,Daily data excluded from curve outputs because these are intraday strategies.
75,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-17 13:50:00+00:00,103858.151345,102337.058819,0.189487,-0.466737,1.0,Daily data excluded from curve outputs because these are intraday strategies.
76,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-17 14:00:00+00:00,103858.151345,102316.591407,-0.02,-0.486643,1.0,Daily data excluded from curve outputs because these are intraday strategies.
77,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-17 17:35:00+00:00,104200.23799,102638.146316,0.314274,-0.173898,1.0,Daily data excluded from curve outputs because these are intraday strategies.
78,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-24 16:00:00+00:00,104200.23799,102617.618687,-0.02,-0.193863,1.0,Daily data excluded from curve outputs because these are intraday strategies.
79,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-24 17:20:00+00:00,104001.818388,102398.715245,-0.21332,-0.406769,1.0,Daily data excluded from curve outputs because these are intraday strategies.
80,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-24 18:00:00+00:00,104001.818388,102378.235502,-0.02,-0.426688,1.0,Daily data excluded from curve outputs because these are intraday strategies.
81,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-24 18:55:00+00:00,103983.184326,102339.12952,-0.038198,-0.464723,1.0,Daily data excluded from curve outputs because these are intraday strategies.
82,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-28 15:30:00+00:00,103983.184326,102318.661694,-0.02,-0.48463,1.0,Daily data excluded from curve outputs because these are intraday strategies.
83,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-28 16:05:00+00:00,103810.182878,102125.231114,-0.189047,-0.672761,1.0,Daily data excluded from curve outputs because these are intraday strategies.
84,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-29 13:30:00+00:00,103810.182878,102104.806067,-0.02,-0.692626,1.0,Daily data excluded from curve outputs because these are intraday strategies.
85,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-29 14:05:00+00:00,103614.639753,101888.881089,-0.211474,-0.902635,1.0,Daily data excluded from curve outputs because these are intraday strategies.
86,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-04-30 18:00:00+00:00,103614.639753,101868.503313,-0.02,-0.922455,1.0,Daily data excluded from curve outputs because these are intraday strategies.
87,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-05-01 15:05:00+00:00,104988.431316,103221.646417,1.328323,0.0,1.0,Daily data excluded from curve outputs because these are intraday strategies.
88,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-05-01 15:30:00+00:00,104988.431316,103201.002088,-0.02,-0.02,1.0,Daily data excluded from curve outputs because these are intraday strategies.
89,Strategy3 / Exit Confirmation,taken_fixed,SPY,equities,5min,full,2026-05-01 16:20:00+00:00,104782.950587,102974.922255,-0.219067,-0.239024,1.0,Daily data excluded from curve outputs because these are intraday strategies.
0,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-02-12 14:30:00+00:00,100000.0,99980.0,-0.02,0.0,1.0,Daily data excluded from curve outputs because these are intraday strategies.
1,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-02-12 14:50:00+00:00,99651.836838,99611.910471,-0.368163,-0.368163,1.0,Daily data excluded from curve outputs because these are intraday strategies.
2,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-02-12 16:00:00+00:00,99651.836838,99591.988089,-0.02,-0.38809,1.0,Daily data excluded from curve outputs because these are intraday strategies.
3,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-02-13 14:55:00+00:00,102028.249757,101948.007328,2.365671,0.0,1.0,Daily data excluded from curve outputs because these are intraday strategies.
4,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-02-17 15:00:00+00:00,102028.249757,101927.617726,-0.02,-0.02,1.0,Daily data excluded from curve outputs because these are intraday strategies.
5,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-02-17 16:00:00+00:00,101609.914149,101488.980261,-0.430342,-0.450256,1.0,Daily data excluded from curve outputs because these are intraday strategies.
6,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-02-18 15:00:00+00:00,101609.914149,101468.682465,-0.02,-0.470166,1.0,Daily data excluded from curve outputs because these are intraday strategies.
7,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-02-18 18:35:00+00:00,101627.622265,101466.093303,-0.002552,-0.472706,1.0,Daily data excluded from curve outputs because these are intraday strategies.
8,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-02-20 15:00:00+00:00,101627.622265,101445.800084,-0.02,-0.492611,1.0,Daily data excluded from curve outputs because these are intraday strategies.
9,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-02-20 16:30:00+00:00,101738.058377,101535.92495,0.08884,-0.404208,1.0,Daily data excluded from curve outputs because these are intraday strategies.
10,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-02-20 19:00:00+00:00,101738.058377,101515.617765,-0.02,-0.424128,1.0,Daily data excluded from curve outputs because these are intraday strategies.
11,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-02-23 14:45:00+00:00,100981.275062,100738.682682,-0.765336,-1.186217,1.0,Daily data excluded from curve outputs because these are intraday strategies.
12,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-02-23 15:00:00+00:00,100981.275062,100718.534946,-0.02,-1.20598,1.0,Daily data excluded from curve outputs because these are intraday strategies.
13,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-02-24 14:50:00+00:00,101322.265425,101039.313404,0.31849,-0.891331,1.0,Daily data excluded from curve outputs because these are intraday strategies.
14,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-02-24 15:30:00+00:00,101322.265425,101019.105541,-0.02,-0.911152,1.0,Daily data excluded from curve outputs because these are intraday strategies.
15,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-02-24 16:05:00+00:00,101325.212863,101001.848569,-0.017083,-0.92808,1.0,Daily data excluded from curve outputs because these are intraday strategies.
16,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-02-24 17:30:00+00:00,101325.212863,100981.648199,-0.02,-0.947894,1.0,Daily data excluded from curve outputs because these are intraday strategies.
17,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-02-25 15:05:00+00:00,102253.546716,101889.600055,0.899126,-0.057291,1.0,Daily data excluded from curve outputs because these are intraday strategies.
18,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-02-26 15:00:00+00:00,102253.546716,101869.222135,-0.02,-0.07728,1.0,Daily data excluded from curve outputs because these are intraday strategies.
19,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-02-26 19:15:00+00:00,102654.993792,102250.215078,0.374002,0.0,1.0,Daily data excluded from curve outputs because these are intraday strategies.
20,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-03 15:00:00+00:00,102654.993792,102229.765035,-0.02,-0.02,1.0,Daily data excluded from curve outputs because these are intraday strategies.
21,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-03 16:10:00+00:00,101788.087376,101342.586047,-0.867828,-0.887655,1.0,Daily data excluded from curve outputs because these are intraday strategies.
22,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-04 14:30:00+00:00,101788.087376,101322.31753,-0.02,-0.907477,1.0,Daily data excluded from curve outputs because these are intraday strategies.
23,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-04 14:50:00+00:00,101393.358564,100907.4032,-0.409499,-1.313261,1.0,Daily data excluded from curve outputs because these are intraday strategies.
24,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-04 15:30:00+00:00,101393.358564,100887.22172,-0.02,-1.332998,1.0,Daily data excluded from curve outputs because these are intraday strategies.
25,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-04 15:50:00+00:00,101280.010837,100753.719218,-0.132328,-1.463563,1.0,Daily data excluded from curve outputs because these are intraday strategies.
26,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-04 16:00:00+00:00,101280.010837,100733.568474,-0.02,-1.48327,1.0,Daily data excluded from curve outputs because these are intraday strategies.
27,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-05 14:45:00+00:00,100273.316286,99706.928548,-1.019164,-2.487317,1.0,Daily data excluded from curve outputs because these are intraday strategies.
28,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-05 17:30:00+00:00,100273.316286,99686.987162,-0.02,-2.506819,1.0,Daily data excluded from curve outputs because these are intraday strategies.
29,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-05 20:15:00+00:00,99749.385421,99143.223686,-0.545471,-3.038616,1.0,Daily data excluded from curve outputs because these are intraday strategies.
30,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-09 19:30:00+00:00,99749.385421,99123.395041,-0.02,-3.058008,1.0,Daily data excluded from curve outputs because these are intraday strategies.
31,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-10 13:45:00+00:00,99419.177222,98773.428204,-0.353062,-3.400273,1.0,Daily data excluded from curve outputs because these are intraday strategies.
32,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-12 14:30:00+00:00,99419.177222,98753.673519,-0.02,-3.419593,1.0,Daily data excluded from curve outputs because these are intraday strategies.
33,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-12 14:55:00+00:00,99271.342381,98586.11751,-0.169671,-3.583462,1.0,Daily data excluded from curve outputs because these are intraday strategies.
34,Strategy4 / EMA + Confirmation,taken_fixed,SPY,equities,5min,full,2026-03-12 15:30:00+00:00,99271.342381,98566.400287,-0.02,-3.602745,1.0,Daily data excluded from curve outputs because these are intraday strategies.
