timestamp,open,high,low,close,volume,asset,asset_class,frequency,source_file
2020-08-11 06:00:00+00:00,11854.56,11854.57,11833.94,11836.65,471.956823,BTCUSDT,crypto,15min,15min/crypto/BTCUSDT.csv
2020-08-11 06:15:00+00:00,11836.65,11839.3,11736.0,11777.17,1508.052269,BTCUSDT,crypto,15min,15min/crypto/BTCUSDT.csv
2020-08-11 06:30:00+00:00,11777.17,11792.61,11718.32,11770.43,1112.197422,BTCUSDT,crypto,15min,15min/crypto/BTCUSDT.csv
2020-08-11 06:45:00+00:00,11770.44,11775.84,11707.0,11751.79,1014.40129,BTCUSDT,crypto,15min,15min/crypto/BTCUSDT.csv
2020-08-11 07:00:00+00:00,11751.77,11783.51,11751.47,11770.08,644.236543,BTCUSDT,crypto,15min,15min/crypto/BTCUSDT.csv
2020-08-11 07:15:00+00:00,11770.44,11770.44,11715.0,11753.26,991.388384,BTCUSDT,crypto,15min,15min/crypto/BTCUSDT.csv
2020-08-11 07:30:00+00:00,11753.24,11753.48,11705.0,11740.24,798.135169,BTCUSDT,crypto,15min,15min/crypto/BTCUSDT.csv
2020-08-11 07:45:00+00:00,11740.23,11762.77,11740.0,11748.05,603.275987,BTCUSDT,crypto,15min,15min/crypto/BTCUSDT.csv
2020-08-11 08:00:00+00:00,11748.05,11768.81,11733.0,11743.68,650.284269,BTCUSDT,crypto,15min,15min/crypto/BTCUSDT.csv
2020-08-11 08:15:00+00:00,11743.68,11768.74,11720.06,11730.27,539.443699,BTCUSDT,crypto,15min,15min/crypto/BTCUSDT.csv
2020-08-11 08:30:00+00:00,11730.04,11739.38,11705.01,11716.51,725.505128,BTCUSDT,crypto,15min,15min/crypto/BTCUSDT.csv
2020-08-11 08:45:00+00:00,11716.5,11744.89,11700.0,11712.94,815.002903,BTCUSDT,crypto,15min,15min/crypto/BTCUSDT.csv
2020-08-11 09:00:00+00:00,11713.18,11763.22,11689.44,11749.46,837.018807,BTCUSDT,crypto,15min,15min/crypto/BTCUSDT.csv
2020-08-11 09:15:00+00:00,11749.45,11765.55,11739.02,11739.03,895.948379,BTCUSDT,crypto,15min,15min/crypto/BTCUSDT.csv
2020-08-11 09:30:00+00:00,11739.03,11757.11,11718.38,11723.37,572.741319,BTCUSDT,crypto,15min,15min/crypto/BTCUSDT.csv
2020-08-11 09:45:00+00:00,11723.38,11728.65,11694.01,11695.9,916.961472,BTCUSDT,crypto,15min,15min/crypto/BTCUSDT.csv
