Date,Close,High,Low,Open,Volume
2017-06-02,211.728759765625,211.88485124705335,210.78358396801957,211.0784072611607,88666100
2017-06-05,211.57269287109375,211.84150313700025,211.3732418990385,211.5553464319028,44698800
2017-06-06,210.8962860107422,211.56397162716306,210.8182336653879,211.00900476478066,50375400
2017-06-07,211.2865447998047,211.51199559267457,210.56681970571725,211.23451871156217,54144300
2017-06-08,211.39060974121094,211.86753763132825,210.8616557597095,211.38194313646613,65950700
2017-06-09,211.06973266601562,212.4571433508012,209.80370735008688,211.6593792299721,132256400
2017-06-12,211.02638244628906,211.07840852992604,210.17659220682197,210.82694471519545,86108100
2017-06-13,212.05833435058594,212.11036044824172,211.21721048792622,211.56405995993757,60067000
2017-06-14,211.78945922851562,212.33574631822515,210.96566882947198,212.3270797150871,78602300
2017-06-15,211.38189697265625,211.5032955698595,210.15923116631717,210.4367080035868,66464900
2017-06-16,211.4281005859375,211.59366213965603,210.54802631656844,211.5413823428988,84553100
2017-06-19,213.1882781982422,213.24926686697899,212.16006003399033,212.2559107671326,65123800
2017-06-20,211.75051879882812,212.83972564003517,211.7331010624758,212.83101677185903,56906400
2017-06-21,211.6982421875,212.2559155667613,211.22771067524104,212.14264709483686,55977600
2017-06-22,211.6023712158203,212.20361547108342,211.428100794464,211.7069441054188,44148100
2017-06-23,211.85501098632812,212.1861206986443,211.2799068022329,211.6633095916297,66986800
2017-06-26,211.99449157714844,212.9442900095876,211.7853723814404,212.5260250262087,56700500
2017-06-27,210.28656005859375,212.0728613331678,210.2691290321554,211.77658706762557,82247700
2017-06-28,212.16873168945312,212.36914197613868,211.07080295374374,211.30607529653554,70042600
2017-06-29,210.30406188964844,212.36919380263205,209.09286441596026,212.31691400169302,106949700
2017-06-30,210.6961669921875,211.48911273716445,210.50446553085283,211.11441868238066,86820700
2017-07-03,211.05340576171875,212.07290161839734,211.05340576171875,211.63721894651863,39153800
2017-07-05,211.5413818359375,211.75050102246536,210.60901447606477,211.41939121180266,54427600
2017-07-06,209.60694885253906,210.896565916886,209.42395626898553,210.77457529317726,65400800
2017-07-07,210.9662628173828,211.11439332953753,209.61564388235107,210.18203933045078,57972300
2017-07-10,211.1928253173828,211.56751934898887,210.66129189764914,210.96627510253822,36663300
2017-07-11,211.0359649658203,211.34965700689543,209.868338650255,211.19280433836818,50354600
2017-07-12,212.6218719482422,212.78743350586683,212.00320994404407,212.00320994404407,59610400
2017-07-13,212.97918701171875,213.09246879903725,212.40408250131102,212.630646075948,39471600
2017-07-14,213.97247314453125,214.32973612894273,212.8832664574085,212.9791171777145,60262700
2017-07-17,213.94631958007812,214.27744264652375,213.7720491804675,213.89403978979286,33531900
2017-07-18,214.05966186523438,214.11194167030587,213.19700519360578,213.5368372225535,42742500
2017-07-19,215.21852111816406,215.2272299846473,214.36457354754899,214.3732957100116,51034300
2017-07-20,215.3144073486328,215.5932373778615,214.76544286211356,215.4712467470774,47135200
2017-07-21,215.1227264404297,215.148866342668,214.5127599322484,214.73932347962415,82340800
2017-07-24,215.07041931152344,215.20982767375511,214.59987453905043,215.04426611662504,46622300
2017-07-25,215.5932159423828,215.92433903415252,215.36666573516052,215.8197661496051,54915600
2017-07-26,215.60194396972656,215.91563605928576,215.3405449750784,215.88078729199316,47575400
2017-07-27,215.40151977539062,216.09861474020028,214.0770406718503,216.06376597515103,70766600
2017-07-28,215.1488494873047,215.27954898825683,214.46918549038995,214.92228595767858,50088400
2017-07-31,215.02687072753906,215.64553279418223,214.8177382184862,215.54968205619747,65838700
2017-08-01,215.50607299804688,215.662912370428,214.98324849815106,215.62806360855865,55050400
2017-08-02,215.6106414794922,215.7500631246833,214.67827418525408,215.636781375968,47211200
2017-08-03,215.1924285888672,215.523538435843,214.91358524827461,215.49739853466022,40856000
2017-08-04,215.58450317382812,215.9156129636254,215.2011002947134,215.68035389360682,60191800
2017-08-07,215.9853515625,215.9853515625,215.54966883401892,215.65424173012192,31995000
2017-08-08,215.45384216308594,216.89160330522697,215.07916135682032,215.6716835516543,61719400
2017-08-09,215.44509887695312,215.49737867450057,214.40817190565855,214.76543491687417,62632600
2017-08-10,212.40402221679688,214.73928837081584,212.35174242086774,214.60857558501237,120479500
2017-08-11,212.71774291992188,213.31027837749468,212.39534193764374,212.63061434697283,74869900
2017-08-14,214.82644653320312,215.0442879102448,213.9638031895468,213.99865195964117,73291900
2017-08-15,214.80029296875,215.2272668271467,214.49532303787947,215.20983579521703,55242700
2017-08-16,215.17491149902344,215.72387579627332,214.7479377904983,215.32304197847657,56715500
2017-08-17,211.82022094726562,214.87872214140077,211.82022094726562,214.56503005215566,128490400
2017-08-18,211.48907470703125,212.77869160921608,211.04466990113158,211.65462294297717,136748000
2017-08-21,211.65464782714844,211.91606010323903,210.72229377413484,211.42809761239295,65469700
2017-08-22,213.86793518066406,214.02477457739676,212.22105503506384,212.2384860666946,63140100
2017-08-23,213.1011505126953,213.52812440619064,212.75260962134018,212.90074016496524,50203800
2017-08-24,212.60443115234375,213.6413447239777,212.39529868708377,213.48450534701752,50741700
2017-08-25,213.1011505126953,214.01608697248088,212.95301996907025,213.39741159994543,64445900
2017-08-28,213.10983276367188,213.65878389994307,212.691567817204,213.63264400278635,40565600
2017-08-29,213.3538360595703,213.61523505816322,211.68080269268597,211.79408445606398,51135700
2017-08-30,214.3645782470703,214.63471266572543,213.153380980378,213.3363735483728,62030800
2017-08-31,215.65420532226562,215.8981865453463,214.39943714871944,214.98325031080395,103803900
2017-09-01,215.9591522216797,216.38612596462394,215.81102173028552,216.02886303456722,62007000
2017-09-05,214.4081573486328,215.68035661849729,213.44094127173,215.45379311653255,91398800
2017-09-06,215.14013671875,215.47125986359848,214.5563234290314,215.087856916086,57916900
2017-09-07,215.114013671875,215.46256787691527,214.70447079094234,215.4451368426674,58034700
2017-09-08,214.86123657226562,215.32305907310064,214.6172553754463,214.82637451787542,63832800
2017-09-11,217.15301513671875,217.23143484538897,216.11608800213492,216.13350574007288,71364800
2017-09-12,217.88490295410156,217.91975171699505,217.33593854267625,217.51893111181127,56896000
2017-09-13,217.98947143554688,218.0243334958429,217.4840779290966,217.5973596810883,59228000
2017-09-14,217.91976928710938,218.12019290184045,217.49280875133618,217.66707917181387,95446300
2017-09-15,218.213134765625,218.3006957249808,217.67021138693656,217.7752898829497,95432400
2017-09-18,218.67724609375,219.02751665001276,218.29194046468183,218.58091968648296,46235200
2017-09-19,218.89620971679688,218.98378405332213,218.57220872319542,218.9224793453609,47108100
2017-09-20,218.97500610351562,219.08885006210673,217.9767201891611,218.98377155384847,59574100
2017-09-21,218.38824462890625,218.90489832345997,218.21310936861255,218.81733737429505,48211400
2017-09-22,218.4320526123047,218.59843580213592,218.06426452202962,218.09053414548032,51214000
2017-09-25,217.98545837402344,218.528395143318,217.24113005139031,218.17811120152052,57064400
2017-09-26,218.11680603027344,218.65972940317045,217.88036605480062,218.414537340445,54082000
2017-09-27,218.9662322998047,219.35153794116275,217.93291141052939,218.81736664054645,81001400
2017-09-28,219.2289581298828,219.30776700909294,218.59846037226853,218.68602133962423,44778800
2017-09-29,219.9995574951172,220.07837973679105,219.0363066763297,219.22019406231306,85578000
2017-10-02,220.95404052734375,220.95404052734375,220.05206780655772,220.2272164432711,59023000
2017-10-03,221.42697143554688,221.45324106629286,220.87528246594292,220.9541047201498,66810200
2017-10-04,221.68959045410156,221.93478248211568,221.16417133009227,221.27801525808573,55953600
2017-10-05,223.00314331054688,223.02064748401895,221.72463046296645,222.02236175556584,63522800
2017-10-06,222.74917602539062,223.03815521855543,222.29382701976476,222.55652322994743,80646000
2017-10-09,222.38145446777344,223.03822191355067,222.11874481706897,222.97693056683477,35803100
2017-10-10,222.9681396484375,223.34469322256305,222.4076986932,222.95063547249964,43057400
2017-10-11,223.3184051513672,223.3184051513672,222.70542499501343,222.87179482447962,47674300
2017-10-12,222.9856719970703,223.3534601456891,222.74923198654133,223.00318953613802,47065100
2017-10-13,223.2571258544922,223.53735302182952,222.9856641373634,223.42350906485288,54800400
2017-10-16,223.5548553466797,223.74750818213673,223.14329341125787,223.4848119173923,38221700
2017-10-17,223.71250915527344,223.75629632449372,223.28341627606332,223.5023387601968,31561000
2017-10-18,223.93141174316406,224.13281666932104,223.73875890528632,224.08902950399124,40888300
2017-10-19,223.99267578125,224.02771085402995,222.73169376244084,223.1520211020439,61903800
2017-10-20,225.1486053466797,225.17490169725397,223.9751975121371,224.78959602390063,89176400
2017-10-23,224.27285766601562,225.49884452362673,224.19404880641378,225.47257490375944,63915300
2017-10-24,224.66696166992188,224.9033882834358,224.30792566307667,224.70199674286374,66935900
2017-10-25,223.5548553466797,224.44806273271078,222.42522132237863,224.3342187766771,103715300
2017-10-26,223.84378051757812,224.43924305641963,223.72118450299524,224.16779476908982,69798000
2017-10-27,225.6740264892578,225.8316709743532,223.85260333776702,224.58817961378833,85562500
2017-10-30,224.8333282470703,225.57766982948021,224.53559695889206,224.58813620245712,54285700
2017-10-31,225.1836395263672,225.437597065505,224.8859081843137,225.2099091529033,60304800
2017-11-01,225.4813690185547,226.3045196085102,225.11359425006668,225.96301446634277,54202700
2017-11-02,225.5688934326172,225.70900698329962,224.34293326905495,225.41127570957218,56449500
2017-11-03,226.32208251953125,226.36585632827916,225.31501767895995,225.72659303215065,59589700
2017-11-06,226.6722869873047,226.80363509913997,226.1205981936673,226.19064161200308,49652600
2017-11-07,226.5146942138672,227.11015686909025,226.00677916022886,226.77739046648557,57502200
2017-11-08,226.89993286132812,226.996272619473,226.05927827825934,226.3395053805914,50469600
2017-11-09,226.0768585205078,226.26951135492058,224.49183531869664,225.69155285168225,95085500
2017-11-10,226.00680541992188,226.181954091306,225.37630761644823,225.69156988015266,59984700
2017-11-13,226.21690368652344,226.4445915553938,225.28867476195268,225.32370983191618,50228600
2017-11-14,225.6915283203125,225.79660681421927,224.63192448424843,225.4113011872742,61315200
2017-11-15,224.56185913085938,225.24489599847416,223.85255264233354,224.71947685632563,80811500
2017-11-16,226.4709014892578,226.83870297952345,225.46386352096016,225.50763732326016,67777000
2017-11-17,225.80531311035156,226.44457615505033,225.72650425123962,226.12057527072577,75756800
2017-11-20,226.19068908691406,226.38334193268457,225.80538339537304,226.05060222083983,48075500
2017-11-21,227.67059326171875,227.85450736960243,226.15566693976137,226.96128662826206,69176800
2017-11-22,227.46922302246094,227.81072819609298,227.3028397991232,227.67938005238835,45033400
2017-11-24,227.99456787109375,228.0996730879914,227.8194459574578,227.9595595227246,27856500
2017-11-27,227.88079833984375,228.33614747930068,227.67938003688658,228.03841611227858,52274900
2017-11-28,230.19256591796875,230.21883554215188,228.24853355662276,228.34487332791497,98971700
2017-11-29,230.0524444580078,230.8580907785463,229.60586086220994,230.32390613990088,77512100
2017-11-30,232.0665283203125,232.97722633714784,230.8931073677559,230.97191623129387,127894400
2017-12-01,231.5849151611328,232.32925682992754,228.34487896157293,231.84763813337713,164390900
2017-12-04,231.30474853515625,233.6340602076984,231.25218255388125,233.2049806981147,94040600
2017-12-05,230.47280883789062,232.1891534245384,230.34146070798212,230.47280883789062,77994500
2017-12-06,230.5166015625,230.945707787336,230.0524869827699,230.56914081877625,75898600
2017-12-07,231.24339294433594,231.55862841900824,230.25385927562056,231.24339294433594,77218600
2017-12-08,232.50437927246094,232.51311799713196,231.2083489043539,232.19788253468707,76563900
2017-12-11,233.2050018310547,233.26630654481795,232.47819088937246,233.2050018310547,83077500
2017-12-12,233.6165008544922,234.08938078279797,233.23996069117888,233.99304101780547,85195800
2017-12-13,233.59019470214844,234.299501121718,233.5026203996494,233.8616563331479,102905400
2017-12-14,232.63572692871094,234.0018007111688,232.58318768507246,233.88795677530922,100666700
2017-12-15,234.57298278808594,235.03946956148346,233.58720144509695,233.64000924129087,144610300
2017-12-18,236.06051635742188,236.4125773620688,235.86687877578615,235.97249439112693,83653600
2017-12-19,235.15386962890625,236.35088202545296,235.0834413346834,236.3068844869568,82382900
2017-12-20,235.0306854248047,236.1748902835174,234.73143225961104,236.12208248145558,76751500
2017-12-21,235.51475524902344,236.22771426568343,235.26830989703402,235.65558500166438,67032300
2017-12-22,235.4532012939453,235.56762716484587,234.9162860983042,235.5324130059842,78720900
2017-12-26,235.1715087890625,235.39155024518007,234.90746978593313,235.04827268058258,45244400
2017-12-27,235.2859344482422,235.6468056592384,235.01308519172568,235.33874224882416,57751000
2017-12-28,235.77008056640625,235.81410498617106,235.4004258593879,235.78770107852688,45116100
2017-12-29,234.8810577392578,236.36854024997027,234.68744702855656,236.35094660186965,96007400
2018-01-02,236.5622100830078,236.59742424454294,235.3563869406468,235.74366213592793,86655700
2018-01-03,238.05844116210938,238.20808116432923,236.72938223016916,236.72938223016916,90070400
2018-01-04,239.06185913085938,239.54596651632667,238.12010198488656,238.70101473112751,80636400
2018-01-05,240.6549530029297,240.77816225162655,239.36110815870046,239.8539988745469,83524000
2018-01-08,241.09503173828125,241.25345513837206,240.2676737237684,240.55811662393486,57319200
2018-01-09,241.64073181152344,242.26564202295054,241.2358361946289,241.5174957036349,57254000
2018-01-10,241.2710418701172,241.53510772322946,240.21485903925273,240.88376677397508,69574300
2018-01-11,243.0314483642578,243.0314483642578,241.6583914585135,241.82562515887665,62361500
2018-01-12,244.61573791503906,244.78294473745254,242.99620889486286,243.29548896158266,90816100
2018-01-16,243.779541015625,246.52565422025643,243.08420246043607,245.8743400746922,106555100
2018-01-17,246.10321044921875,246.49048565078004,243.77958610038664,244.71255994218367,113258800
2018-01-18,245.68946838378906,246.41118384964335,245.19655087610764,245.98872150095318,100728000
2018-01-19,246.80726623535156,246.80726623535156,245.6894654703297,246.2703511928904,140920100
2018-01-22,248.81410217285156,248.81410217285156,246.54325909295474,246.59609375901607,91322400
2018-01-23,249.34219360351562,249.63263651822,248.532429194971,248.85808626496785,97084700
2018-01-24,249.2453155517578,250.58318460151446,248.06589674141077,249.98465151374285,134816100
2018-01-25,249.3509063720703,250.2046680875177,248.55876269579983,250.10786276354497,84587300
2018-01-26,252.2379608154297,252.28198523181229,249.93193018987827,250.18718585118629,107743100
2018-01-29,250.56558227539062,252.10587235640565,250.4071588850128,251.66578947611563,90118300
2018-01-30,247.9954833984375,250.61835985801847,247.5201864240777,248.73481932492822,131796400
2018-01-31,248.11868286132812,249.35090935700217,247.04487973070007,248.84923536768983,108364800
2018-02-01,247.83709716796875,249.139752342768,247.04495324648897,247.38823083343112,90102500
2018-02-02,242.4417266845703,246.6489189381392,242.40651252489292,246.5168725544824,173174800
2018-02-05,232.30215454101562,242.7937427585855,231.75645603942664,240.68135019801932,294681800
2018-02-06,236.8790283203125,237.38072927764424,227.69890538491987,228.7903023920032,355026800
2018-02-07,235.59397888183594,239.72193155097972,235.5147403268163,236.32450463806282,167376100
2018-02-08,226.75714111328125,236.034097056527,226.7219269569538,235.89326729174834,246449500
2018-02-09,230.1633758544922,232.0205129539918,222.6115510503879,229.5472489990059,283565300
2018-02-12,233.5431671142578,235.01305567391455,230.3041637362492,232.2141082919744,143736000
2018-02-13,234.1240997314453,234.66979822260853,231.75645161163467,232.33736425528434,81223600
2018-02-14,237.283935546875,237.64480681010988,232.62785014434985,232.63666039923194,120735700
2018-02-15,240.31166076660156,240.32047101973117,236.5621459651646,239.02662625448377,111200300
2018-02-16,240.38206481933594,242.32725054515024,239.64272878267326,239.68675318827144,160420100
2018-02-20,238.87698364257812,240.87497712315854,238.08483982487812,239.4314923731264,86369700
2018-02-21,237.68882751464844,241.79921472550373,237.59202214364907,239.31714005497963,98883700
2018-02-22,237.99681091308594,240.3292447538347,237.32790321531238,238.6129376757864,110511300
2018-02-23,241.790283203125,241.790283203125,238.74491776383942,239.22021470632475,92766400
2018-02-26,244.59800720214844,244.69483938258537,242.2743840584429,242.86407995006914,86491400
2018-02-27,241.5439453125,245.4959088584199,241.4823272468954,244.78294969741594,99099200
2018-02-28,239.0970001220703,243.0929598055188,238.78015337228064,242.6440667161254,121907800
2018-03-01,235.6204376220703,240.43494648514266,234.124144749757,238.88584580420968,176855100
2018-03-02,236.8350372314453,237.39835632114153,233.0855486252185,233.94809404808356,139083200
2018-03-05,239.57241821289062,240.1885452407491,235.5412423437239,235.6468848409149,97307400
2018-03-06,240.1796417236328,240.62853486564214,238.68334915728698,240.54929630838222,79213200
2018-03-07,240.091552734375,240.44361357505602,237.8207374805401,238.0143749719927,87063500
2018-03-08,241.25347900390625,241.37668826265542,239.77480673572597,240.76937164170073,66901200
2018-03-09,245.45187377929688,245.45187377929688,242.3448890552754,242.66176276423687,113625300
2018-03-12,245.1438446044922,246.36728833713502,244.75656938412587,245.7423779472181,71924800
2018-03-13,243.5595245361328,246.80733906418087,242.95220787735744,246.30563802249105,91968900
2018-03-14,242.30967712402344,244.7037296005574,241.75519513417626,244.51890227060835,105895100
2018-03-15,242.0456085205078,243.4626626446098,241.54390753995625,242.82015876545825,83433000
2018-03-16,242.30812072753906,243.35971533877714,242.25510141672984,242.57321728158507,100343700
2018-03-19,239.02957153320312,242.4848066021143,237.3770736672259,241.5569418332519,109208400
2018-03-20,239.4360809326172,240.07233951458812,238.75562162094462,239.42723539305518,59757300
2018-03-21,238.97657775878906,241.48625724722612,238.76450052453336,239.3919136546146,78709600
2018-03-22,233.00283813476562,237.59801555422393,232.72886909023754,236.74967967138895,148785900
2018-03-23,228.0364227294922,233.77159492761265,227.8420096555202,233.44463361413833,183534800
2018-03-26,234.27525329589844,234.5580408221339,229.2382319543304,231.64187199112624,141956100
2018-03-27,230.28985595703125,235.74221375579822,228.73455132957181,235.21202078562462,129941400
2018-03-28,229.60940551757812,232.09260187443158,228.50479184044528,230.42241304991515,146452300
2018-03-29,232.5432586669922,234.40786051928043,229.61824389857856,230.7493671899762,111601600
2018-04-02,227.52392578125,232.52562014188928,225.0495882525477,232.0130642531419,186286300
2018-04-03,230.44007873535156,230.9172793982048,226.96717978305338,228.76107132825462,119956900
2018-04-04,232.9055633544922,233.6125052626878,226.75508245525387,226.88763069202741,123715300
2018-04-05,234.74371337890625,235.62740446622072,233.57723467130435,234.66415744910958,82652600
2018-04-06,229.51219177246094,234.27527149553967,227.99224241099677,232.78185874931796,179521200
2018-04-09,230.6433563232422,234.03672660538797,229.70664599907167,230.970317685891,105442900
2018-04-10,234.31060791015625,235.09710565907096,232.39301399524987,233.53295569894706,103529000
2018-04-11,233.0823211669922,234.74366437925775,232.7553598478326,232.82604325409434,91140200
2018-04-12,234.99998474121094,235.94554075892182,234.23117774352397,234.40792676354783,68890500
2018-04-13,234.31060791015625,236.42264184596766,233.30321443152818,236.30775772820684,85079200
2018-04-16,236.2371368408203,237.00597077363312,235.12370436040914,235.9455306352184,63405300
2018-04-17,238.76446533203125,239.36536871926083,237.4919481778344,238.00447707444593,64682000
2018-04-18,238.9412078857422,239.74534291484298,238.48167133413318,239.20630438235702,57303900
2018-04-19,237.61566162109375,238.49050699178184,236.5817313909208,238.28724837406062,77655900
