strategy,optimizer,asset,asset_class,frequency,iteration,candidate_id,params_json,train_net_sharpe,train_gross_sharpe,train_sharpe,train_net_return,train_return,train_volatility,train_max_drawdown,train_trade_count,train_total_cost,train_turnover,cost_bps,valid
Strategy3 / Exit Confirmation,CMA-ES,AAPL,equities,15min,0,4,"{""entry_interval"": 19, ""exit_confirmation_bars"": 4, ""exit_interval"": 11, ""lookback"": 9, ""vol_target"": 0.023651}",4.372014,5.0838,4.372014,115.340973,115.340973,187.024713,-40.360312,390,29643.647661,0.11703,1.0,True
Strategy3 / Exit Confirmation,CMA-ES,AAPL,equities,15min,1,5,"{""entry_interval"": 23, ""exit_confirmation_bars"": 3, ""exit_interval"": 8, ""lookback"": 8, ""vol_target"": 0.022598}",3.561319,4.31223,3.561319,88.374479,88.374479,186.721739,-41.603511,421,31139.091925,0.122934,1.0,True
Strategy3 / Exit Confirmation,CMA-ES,AAPL,equities,15min,1,6,"{""entry_interval"": 23, ""exit_confirmation_bars"": 3, ""exit_interval"": 8, ""lookback"": 8, ""vol_target"": 0.022636}",3.561319,4.312413,3.561319,88.506186,88.506186,187.035669,-41.663193,421,31225.304194,0.123274,1.0,True
Strategy3 / Exit Confirmation,CMA-ES,AAPL,equities,15min,1,7,"{""entry_interval"": 25, ""exit_confirmation_bars"": 3, ""exit_interval"": 6, ""lookback"": 7, ""vol_target"": 0.021632}",3.788286,4.63184,3.788286,93.448098,93.448098,139.400816,-28.534696,500,30286.435313,0.119567,1.0,True
Strategy3 / Exit Confirmation,CMA-ES,AAPL,equities,15min,1,8,"{""entry_interval"": 24, ""exit_confirmation_bars"": 3, ""exit_interval"": 7, ""lookback"": 8, ""vol_target"": 0.021964}",3.561322,4.309164,3.561322,86.157165,86.157165,181.484033,-40.60221,421,29719.740586,0.11733,1.0,True
Strategy4 / EMA + Confirmation,CMA-ES,GLD,commodities,15min,0,1,"{""ema_period"": 48, ""entry_interval"": 38, ""exit_confirmation_bars"": 1, ""exit_interval"": 11, ""lookback"": 16, ""vol_target"": 0.009704}",-2.766906,-0.151729,-2.766906,-13.213365,-13.213365,30.52934,-17.661674,521,11873.508205,0.03125,1.5,True
Strategy4 / EMA + Confirmation,CMA-ES,GLD,commodities,15min,0,2,"{""ema_period"": 131, ""entry_interval"": 30, ""exit_confirmation_bars"": 6, ""exit_interval"": 1, ""lookback"": 15, ""vol_target"": 0.016869}",-2.200489,-0.125948,-2.200489,-20.052419,-20.052419,62.302243,-24.867581,469,16764.026341,0.044122,1.5,True
Strategy4 / EMA + Confirmation,CMA-ES,GLD,commodities,15min,0,3,"{""ema_period"": 62, ""entry_interval"": 35, ""exit_confirmation_bars"": 5, ""exit_interval"": 1, ""lookback"": 14, ""vol_target"": 0.03116}",-1.476713,0.649694,-1.476713,-19.554735,-19.554735,85.432698,-34.021589,439,22370.60416,0.058878,1.5,True
Strategy4 / EMA + Confirmation,CMA-ES,GLD,commodities,15min,0,4,"{""ema_period"": 94, ""entry_interval"": 28, ""exit_confirmation_bars"": 6, ""exit_interval"": 1, ""lookback"": 19, ""vol_target"": 0.019506}",-2.083255,-0.021467,-2.083255,-20.63898,-20.63898,76.01951,-25.804354,405,17570.07777,0.046243,1.5,True
Strategy4 / EMA + Confirmation,CMA-ES,GLD,commodities,15min,1,5,"{""ema_period"": 80, ""entry_interval"": 31, ""exit_confirmation_bars"": 6, ""exit_interval"": 1, ""lookback"": 17, ""vol_target"": 0.024629}",-2.25798,-0.156837,-2.25798,-27.296054,-27.296054,92.087932,-31.362806,418,21558.472947,0.05674,1.5,True
Strategy4 / EMA + Confirmation,CMA-ES,GLD,commodities,15min,1,6,"{""ema_period"": 68, ""entry_interval"": 34, ""exit_confirmation_bars"": 5, ""exit_interval"": 1, ""lookback"": 15, ""vol_target"": 0.029019}",-2.322212,-0.137539,-2.322212,-26.668345,-26.668345,85.810113,-34.808992,431,21652.04488,0.056987,1.5,True
Strategy4 / EMA + Confirmation,CMA-ES,GLD,commodities,15min,1,7,"{""ema_period"": 79, ""entry_interval"": 31, ""exit_confirmation_bars"": 6, ""exit_interval"": 1, ""lookback"": 17, ""vol_target"": 0.025169}",-2.234602,-0.132398,-2.234602,-27.089931,-27.089931,92.066451,-31.362806,418,21595.279626,0.056837,1.5,True
Strategy4 / EMA + Confirmation,CMA-ES,GLD,commodities,15min,1,8,"{""ema_period"": 81, ""entry_interval"": 31, ""exit_confirmation_bars"": 6, ""exit_interval"": 1, ""lookback"": 17, ""vol_target"": 0.02419}",-2.25798,-0.156837,-2.25798,-27.296054,-27.296054,92.087932,-31.362806,418,21558.472947,0.05674,1.5,True
Strategy4 / EMA + Confirmation,CMA-ES,BTCUSDT,crypto,15min,0,1,"{""ema_period"": 48, ""entry_interval"": 38, ""exit_confirmation_bars"": 1, ""exit_interval"": 11, ""lookback"": 16, ""vol_target"": 0.009704}",0.27616,2.233818,0.27616,-13.51433,-13.51433,117.571312,-44.922551,1415,111217.830122,0.020441,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,BTCUSDT,crypto,15min,0,2,"{""ema_period"": 131, ""entry_interval"": 30, ""exit_confirmation_bars"": 6, ""exit_interval"": 1, ""lookback"": 15, ""vol_target"": 0.016869}",1.214407,2.73838,1.214407,16.647386,16.647386,221.632715,-61.384841,1288,210565.729441,0.038701,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,BTCUSDT,crypto,15min,0,3,"{""ema_period"": 62, ""entry_interval"": 35, ""exit_confirmation_bars"": 5, ""exit_interval"": 1, ""lookback"": 14, ""vol_target"": 0.03116}",0.919126,2.370327,0.919126,-29.686212,-29.686212,275.679794,-75.075413,1202,197945.890292,0.036381,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,BTCUSDT,crypto,15min,0,4,"{""ema_period"": 94, ""entry_interval"": 28, ""exit_confirmation_bars"": 6, ""exit_interval"": 1, ""lookback"": 19, ""vol_target"": 0.019506}",1.335812,2.860134,1.335812,5.770773,5.770773,277.315218,-68.950875,1118,241192.214292,0.04433,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,BTCUSDT,crypto,15min,1,5,"{""ema_period"": 110, ""entry_interval"": 29, ""exit_confirmation_bars"": 6, ""exit_interval"": 1, ""lookback"": 17, ""vol_target"": 0.018386}",1.689375,3.229622,1.689375,54.361157,54.361157,258.256192,-56.702322,1119,270689.664714,0.049751,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,BTCUSDT,crypto,15min,1,6,"{""ema_period"": 124, ""entry_interval"": 29, ""exit_confirmation_bars"": 6, ""exit_interval"": 1, ""lookback"": 15, ""vol_target"": 0.017377}",1.896648,3.557602,1.896648,92.151638,92.151638,230.7602,-54.466903,1129,288369.389602,0.053001,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,BTCUSDT,crypto,15min,1,7,"{""ema_period"": 112, ""entry_interval"": 29, ""exit_confirmation_bars"": 6, ""exit_interval"": 1, ""lookback"": 17, ""vol_target"": 0.018154}",1.689392,3.235773,1.689392,55.417386,55.417386,254.999759,-56.199394,1119,267478.316399,0.049161,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,BTCUSDT,crypto,15min,1,8,"{""ema_period"": 109, ""entry_interval"": 29, ""exit_confirmation_bars"": 6, ""exit_interval"": 1, ""lookback"": 17, ""vol_target"": 0.018467}",1.689369,3.227463,1.689369,53.983361,53.983361,259.393122,-56.876802,1119,271797.844002,0.049955,4.0,True
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,0,1,"{""ema_period"": 48, ""entry_interval"": 38, ""exit_confirmation_bars"": 1, ""exit_interval"": 11, ""lookback"": 16, ""vol_target"": 0.009704}",3.483576,4.393477,3.483576,19.972432,19.972432,32.147817,-10.628395,559,5643.225161,0.022279,1.0,True
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,0,2,"{""ema_period"": 131, ""entry_interval"": 30, ""exit_confirmation_bars"": 6, ""exit_interval"": 1, ""lookback"": 15, ""vol_target"": 0.016869}",3.560071,4.408653,3.560071,36.918984,36.918984,62.432557,-16.411868,508,10178.115942,0.040182,1.0,True
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,0,3,"{""ema_period"": 62, ""entry_interval"": 35, ""exit_confirmation_bars"": 5, ""exit_interval"": 1, ""lookback"": 14, ""vol_target"": 0.03116}",2.927054,3.742351,2.927054,46.951877,46.951877,112.325558,-26.606435,474,17747.872605,0.070067,1.0,True
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,0,4,"{""ema_period"": 94, ""entry_interval"": 28, ""exit_confirmation_bars"": 6, ""exit_interval"": 1, ""lookback"": 19, ""vol_target"": 0.019506}",2.94651,3.736417,2.94651,32.600948,32.600948,82.609149,-19.442902,442,10666.816737,0.042111,1.0,True
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,1,5,"{""ema_period"": 84, ""entry_interval"": 34, ""exit_confirmation_bars"": 3, ""exit_interval"": 7, ""lookback"": 15, ""vol_target"": 0.012857}",3.180168,3.847498,3.180168,22.501286,22.501286,57.689853,-10.162513,399,5365.280171,0.021182,1.0,True
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,1,6,"{""ema_period"": 116, ""entry_interval"": 31, ""exit_confirmation_bars"": 5, ""exit_interval"": 3, ""lookback"": 15, ""vol_target"": 0.015598}",2.918526,3.735978,2.918526,23.045511,23.045511,57.436015,-16.723041,450,7406.113333,0.029239,1.0,True
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,1,7,"{""ema_period"": 89, ""entry_interval"": 34, ""exit_confirmation_bars"": 3, ""exit_interval"": 6, ""lookback"": 15, ""vol_target"": 0.01322}",3.510021,4.306361,3.510021,25.347289,25.347289,49.357585,-14.215836,460,6373.912566,0.025163,1.0,True
Strategy4 / EMA + Confirmation,CMA-ES,AAPL,equities,15min,1,8,"{""ema_period"": 81, ""entry_interval"": 35, ""exit_confirmation_bars"": 3, ""exit_interval"": 7, ""lookback"": 15, ""vol_target"": 0.01266}",3.246139,3.914217,3.246139,22.803411,22.803411,56.709756,-9.52998,401,5314.425074,0.020981,1.0,True
